"Date","Target","Season","Dim.1","Dim.2","Dim.3","Dim.4","Dim.5"
2008-07-28,"Yes","winter",-3.3947382724679,4.06580301841279,0.00579452350056292,-0.721820022179833,-0.606631818744057
2008-07-29,"Yes","winter",-3.53744887927967,2.5844431562967,-0.661024336403093,-1.07546056560437,-1.01997405077669
2008-07-30,"Yes","winter",-0.903223545696429,3.59139027635616,2.59432585428781,0.322460317689212,-1.3367443538692
2008-07-31,"Yes","winter",-4.68516115073595,1.38455922455934,-0.454175612229944,-0.986925056758307,-0.504248116050481
2008-08-01,"Yes","winter",-4.33525307615693,1.41477899526443,-0.719974139406737,0.642701850765052,-0.199713877281528
2008-08-02,"No","winter",-1.47935974416761,0.848680336176397,3.09174325587326,0.690276300210965,-0.23879411143528
2008-08-03,"No","winter",-3.30160664537576,-2.086835098241,0.614016418503035,-0.0761588272701024,0.462990374752008
2008-08-04,"No","winter",-3.46891984268323,-4.27028656149061,-0.0607359136463417,0.131245957552904,0.216577324784213
2008-08-05,"No","winter",-3.44330328396757,-4.32948425735619,-0.042108902216677,0.0852174308938418,0.312167007367135
2008-08-06,"No","winter",-3.35995433436681,-2.92979793800579,-0.820494050105351,0.200900246429632,-0.163466647581654
2008-08-07,"No","winter",-4.11521198756098,-1.31291482808691,-0.401696885155891,1.37356312310242,0.335721015049915
2008-08-08,"No","winter",-2.80464893673121,-2.49437607072887,1.4820343862807,0.58149550952546,0.871424690148319
2008-08-09,"No","winter",-1.96713236329746,-1.36125501673952,2.60170937904752,1.30014455555002,0.614796667514621
2008-08-10,"No","winter",-1.78391501814052,-0.826544494604599,1.88871293965867,1.31615295622435,1.06561754351859
2008-08-11,"No","winter",-2.01072784834604,-2.05724228885171,0.117647798358898,0.948263579051667,0.5096295739444
2008-08-12,"No","winter",-2.78495369961863,-2.03610532276963,0.839795596187608,1.64002159424822,0.374563123310732
2008-08-13,"No","winter",-2.25051766912106,-3.44868320527883,0.895303747909633,0.525382198659427,0.563678769233638
2008-08-14,"No","winter",-1.30618015645594,-3.65345485415377,1.47711968538943,1.12964182260416,-0.506963036714856
2008-08-15,"No","winter",-1.37657590930767,-3.21514328405742,-0.0166802526432687,1.78440350456594,-0.536764033476261
2008-08-16,"No","winter",-0.819536082084988,-4.14710749019998,0.383519009423267,2.00822716887308,-1.08041126289518
2008-08-17,"No","winter",-0.894930437481031,-4.8495096241707,0.648018495960407,1.94080392167668,-0.631151498739442
2008-08-18,"No","winter",-0.634008333989093,-3.69435758199412,1.78980957158564,1.71365297910041,-1.21707082603883
2008-08-19,"No","winter",-4.39358879086889,0.280431113838133,-1.27362249472276,0.888886059511888,0.227055842523036
2008-08-20,"No","winter",-2.61651145552624,-2.09421660084947,2.89333212629634,1.988459171514,0.838658151537236
2008-08-21,"No","winter",-2.44414755657282,-1.93647057603529,2.3551725067963,2.4009826805338,2.23954187854988
2008-08-22,"No","winter",-2.29436529107539,-2.81482005661896,1.89066840807992,0.780608443648505,0.684943283934465
2008-08-23,"No","winter",-0.781934155321853,-3.17719465154536,1.26209752210963,1.63614747292625,-1.01289539518189
2008-08-24,"No","winter",-2.69226693020771,-0.866478057273675,-2.14679950896218,0.424877318489438,-1.43536559947837
2008-08-25,"No","winter",-2.71309088098997,-1.29746988439319,0.274198547338202,-0.661400109744194,-0.524997926570659
2008-08-26,"No","winter",-1.73254160885592,-2.61030259974068,0.45859469772248,-0.431721228099738,-0.111740323311443
2008-08-27,"No","winter",-0.24981784870067,-1.47523686741375,-0.455880050994104,-0.177343256861732,-1.10553970300319
2008-08-28,"Yes","winter",-2.25770145182208,0.268129391526181,-1.09878316007111,-0.423382781380912,-1.27612862148633
2008-08-29,"No","winter",-1.99084250070328,0.909446552250682,1.14341743601053,-1.28334722886689,-0.552928226742227
2008-08-30,"No","winter",-2.0124716740498,-1.47712318412832,2.06271266290399,0.71701716194396,-0.72299326826085
2008-08-31,"Yes","winter",-3.54563906688361,0.463143127211411,-0.624716082270048,1.39211035552572,0.501526580385637
2008-09-01,"No","spring",-4.07870248327227,0.19877451065107,-1.5766992380993,0.305343412865517,1.3550849514787
2008-09-02,"No","spring",-2.19082852938972,-2.95775918954168,-0.908825984574141,-0.50708916054627,-0.443899272110022
2008-09-03,"No","spring",-0.286752829294681,-2.20381630937704,0.0939450353647496,0.507087281527072,-0.632297012592789
2008-09-04,"Yes","spring",-1.15214583778975,-0.346795590462093,2.16553957667059,-0.0120268370330994,0.518950314414274
2008-09-05,"No","spring",-1.00899459450838,-0.510608177824189,2.35814020151078,-0.968448154720565,0.24904285830479
2008-09-06,"No","spring",-1.2536720875877,-1.91482927472456,1.57396215205453,-0.255073241540756,0.750103521400131
2008-09-07,"No","spring",-1.56682463853014,-2.41894986432414,1.00214772673734,0.0419598313793937,-0.215885334366864
2008-09-08,"No","spring",-1.33596331180283,-1.33696532352306,-0.257488111114382,0.679730380320924,-0.681940065940121
2008-09-09,"No","spring",-1.44949917325548,-1.94319456063202,0.573856798040518,-1.45369918921982,-1.08716165952516
2008-09-10,"No","spring",-2.77499673519319,0.900239202952531,-0.535486167293026,0.37246154090212,-0.38357909894082
2008-09-11,"No","spring",-0.996101115101477,2.00834575120439,1.90085600345706,0.0339664686640761,-0.204095179192441
2008-09-12,"Yes","spring",-1.55455463306644,3.98016193055283,0.716832599572573,-0.152620371814969,-0.271632281626526
2008-09-13,"No","spring",-1.73497187922295,2.79576825266203,1.83554901373344,1.04695749071949,-0.457969964585647
2008-09-14,"Yes","spring",-0.923162777906152,3.16537368616735,2.55279106854028,1.64104484979303,0.30531348239293
2008-09-15,"No","spring",-1.98461953506302,-1.39070456917771,-0.748612328719453,1.2343511680274,-0.658952156381784
2008-09-16,"Yes","spring",-0.40480217450001,-1.47481168222633,0.222003811814608,-1.33719286203498,-2.37139322810122
2008-09-17,"Yes","spring",-2.21280923994549,3.16821370342042,0.320327177610603,-0.300754345465572,-0.475102470961838
2008-09-18,"Yes","spring",-0.439914504302603,3.02668026724343,2.28333916338863,0.802191510622275,-0.474851928598172
2008-09-19,"No","spring",-1.32568174813217,2.18746199276565,1.14345942597211,1.80508708705558,0.268822737869515
2008-09-20,"Yes","spring",-1.52640720051021,-0.157699869510786,-0.575972924665768,0.960840035218935,-0.166867192404785
2008-09-21,"Yes","spring",-1.59470525430619,3.58417043424276,2.55547657818813,0.917074597417389,0.0647259754425318
2008-09-22,"No","spring",-2.19273026825909,-3.45662439657414,1.66084656094372,0.295435698684217,-1.02076479563413
2008-09-23,"No","spring",0.282800147573875,-1.19078268702859,1.86502460952386,2.19865839492787,-1.90036125691762
2008-09-24,"Yes","spring",1.29610529831953,1.01534090205312,2.42817768638383,-0.621113297209494,-1.25618695356407
2008-09-25,"Yes","spring",-3.6947583919799,4.22292703277595,-1.42368386667752,-1.47202140204127,0.893684037732823
2008-09-26,"No","spring",-2.82526723617197,1.82948849551925,-0.240075779689819,0.949274992629583,-0.35860716826669
2008-09-27,"No","spring",-2.67155479697975,0.139384339098585,0.357360223189019,1.45614851440959,0.10414362609796
2008-09-28,"No","spring",-1.44688052238428,-0.820526735139771,0.930529306331633,-0.0168815152638606,1.03733675847449
2008-09-29,"Yes","spring",-0.328015675978313,-1.73333827312222,-0.298837374905174,-1.70164741714931,-1.01354798655381
2008-09-30,"No","spring",-1.1722184400596,2.75047046534685,1.33040553536455,0.569397141725038,-0.679080354548661
2008-10-01,"Yes","spring",-1.69303802840142,2.82522100171221,-0.486960856762576,0.844691680315204,-0.157885613396377
2008-10-02,"No","spring",-1.89355069364146,1.46241605404005,1.69523437595434,-0.28842572576025,0.784136679084958
2008-10-03,"No","spring",-2.03574827600124,-1.46653684182304,0.794349445560369,0.626006082015177,-0.59987458316489
2008-10-04,"No","spring",-1.76546710546312,1.46935461427398,2.97976154443268,0.709999892137465,0.151170970065133
2008-10-05,"No","spring",-1.71005904017134,-2.48544556918632,1.60424459096293,2.43450177522001,0.0761498881553057
2008-10-06,"No","spring",-1.67701583425611,-2.56380749011449,0.905542496721818,1.69778561453847,0.954291582685696
2008-10-07,"No","spring",-0.872073846434475,-2.59704342751315,2.23085501200605,0.950394481647074,0.725330940906661
2008-10-08,"No","spring",0.638999164759498,-3.33238738621365,1.07084489254574,0.840140243503884,-0.323399245989051
2008-10-09,"No","spring",-0.38804262796321,-1.32718819352714,2.20878670166223,-0.388447978108819,-0.1185703576139
2008-10-10,"No","spring",0.19592644987126,-1.54049410547847,0.443059279500252,0.102441208292693,0.183098553246924
2008-10-11,"No","spring",-1.91059060999201,0.489517893000527,-0.770166133005381,1.21400580418123,0.0613703307548203
2008-10-12,"No","spring",-1.23519099819899,0.145224792264099,1.49103898938987,0.416288529637729,1.20534517081929
2008-10-13,"No","spring",-0.598434484176366,-1.66146809224367,1.84973815944413,0.521400915957805,0.151534002178697
2008-10-14,"No","spring",1.19655668771934,-2.94846674816344,-0.389920983573927,0.219982941286225,-0.0405485777195365
2008-10-15,"No","spring",3.12988900026605,0.731896001271351,0.829264394535801,1.33140927905708,-0.125825018582164
2008-10-16,"No","spring",-0.597987940789438,2.26419087499529,0.306706268605396,0.719094265390397,0.694588606442092
2008-10-17,"No","spring",-0.594495589916616,0.486901395465262,0.84005700148104,-0.455421287071148,1.31461570905972
2008-10-18,"No","spring",0.239547291951542,-0.717377460190876,0.587403083520507,0.014527097765165,1.48703550275403
2008-10-19,"No","spring",2.39031673612185,-2.52820170699989,-0.470650735468211,0.534751783213382,-0.337805599771617
2008-10-20,"No","spring",4.30821574552941,1.20047390749988,-0.099449123933781,2.46285417048957,0.353506985761644
2008-10-21,"No","spring",2.19460210956616,0.443411095637492,-1.4113156190778,0.0369890707517577,-0.162301624078689
2008-10-22,"No","spring",-0.0239173733540279,2.08821239269558,-0.236717815469873,-0.199601999915258,0.205391283229711
2008-10-23,"Yes","spring",1.06608660738464,1.69130786310113,-2.03430226729598,1.20778110182033,-0.397075426323391
2008-10-24,"Yes","spring",-1.01677111253751,4.10042325811864,0.427309874685978,-0.750016742446597,0.24072956437521
2008-10-25,"No","spring",-1.36614164249479,2.09525226110576,1.14583006096585,1.36199048007923,0.466865308167166
2008-10-26,"No","spring",-1.04446703270871,-0.898886857261455,0.360464408282006,-0.645208127421877,-0.069894422439354
2008-10-27,"No","spring",0.0563637621263208,-0.887974801136538,0.869772607651017,-0.87713819149871,-1.06168302324458
2008-10-28,"Yes","spring",-1.70509994005603,4.8861558628894,-0.748889544158845,-0.245668460166885,-0.550212470465339
2008-10-29,"No","spring",-0.868489614233736,3.54944936070838,1.86316514824382,0.449486235645385,0.103895116063936
2008-10-30,"No","spring",-1.37779373983542,0.0208213132452261,1.44761103061145,0.186734984581541,0.637183216076152
2008-10-31,"No","spring",-0.818508462826031,-1.14853772867033,1.23716164186194,1.04513642251931,0.365539223131621
2008-11-01,"No","spring",0.066435630643102,-2.03265518557465,0.806228736310225,0.353470463203995,-0.0653591303663583
2008-11-02,"No","spring",1.51212342418175,-0.782225352835301,1.5807593560884,0.0552994640421092,-1.31949158083022
2008-11-03,"Yes","spring",-1.4227036685338,2.25132190607086,-0.205644737392878,0.295765137378601,0.395843321284868
2008-11-04,"Yes","spring",-0.813041653590467,2.32176251380938,2.13484439334194,0.704057598295729,0.0890629427353786
2008-11-05,"Yes","spring",-1.29439663035165,3.76893855138513,1.49829909817507,0.932268812887699,-0.665183138411953
2008-11-06,"Yes","spring",-2.00684472948074,2.04288569480138,2.17467588876573,-1.17438493005343,-0.267466917080969
2008-11-07,"No","spring",-1.76299833632729,-1.29553393771868,0.770117586292354,0.705814275890072,-0.60818195309929
2008-11-08,"No","spring",-0.242110258635726,-2.03187315679998,0.974939394391437,-1.21490069943271,-0.351335358252435
2008-11-09,"No","spring",0.307431432697633,0.356580337530498,-0.199110036940299,-0.294335776784604,-0.67345253155719
2008-11-10,"No","spring",0.534129253844493,1.09583398772234,-0.655984926223199,-0.358844671495454,-0.708061002620745
2008-11-11,"No","spring",-1.5232830430395,3.12895984302374,-1.56156948517105,0.47267549582889,0.421381632114975
2008-11-12,"No","spring",-0.148912722892484,0.353942117155424,0.536228876369982,-0.025945443708006,-0.154997487171051
2008-11-13,"No","spring",0.0583145951632067,-1.25096087162775,0.710310108639662,-0.0831509982758849,-0.0154911130154112
2008-11-14,"No","spring",0.751169791407692,-0.948481628887321,1.2988654010203,1.19380116122281,0.0198507909048265
2008-11-15,"No","spring",1.3470296042933,-0.731777406897482,1.98337905995954,1.29252774497992,-0.0428482707902247
2008-11-16,"No","spring",0.640154166134338,0.199874574502167,0.308531665440247,2.06659523890998,-0.474314527215604
2008-11-17,"No","spring",0.98686728832524,-0.238916915168969,-0.332956731838923,0.585052983016495,-0.202265434585294
2008-11-18,"No","spring",1.10568499661586,-0.218656122499358,0.424414275480137,-0.121544375692424,-0.642333130764342
2008-11-19,"Yes","spring",2.39505892490819,-0.697605800520689,-0.0333341363914003,-0.644402438102321,-1.96206551549701
2008-11-20,"No","spring",0.483939297682247,2.44404530651838,0.0799479543446451,-1.07920080449106,-0.487802450723016
2008-11-21,"No","spring",0.302124807736449,0.473129860442893,-0.330184315585725,-1.51507187406097,-0.921866364948209
2008-11-22,"Yes","spring",-1.14476193615314,2.2015170054428,-1.51930823794705,-0.83131981064069,-1.67846546032708
2008-11-23,"Yes","spring",-0.582041913092538,3.63269468061629,0.134629485327983,-1.45913685544226,-1.31169242382883
2008-11-24,"Yes","spring",-0.075061026518062,1.74914431174726,0.782306219335836,-1.3236060241184,-0.345442004270376
2008-11-25,"No","spring",-0.041488241436272,0.311614176500099,0.157628963766211,-1.29174350686854,-0.338261179951401
2008-11-26,"Yes","spring",0.112406608298034,1.30315605996208,0.83222895430474,-0.845280440769529,-0.810914122479743
2008-11-27,"No","spring",0.513468395499396,0.945987732383348,2.38015827876015,-0.8463839882843,0.509932325104996
2008-11-28,"No","spring",0.311513310863122,-1.12786419914044,0.490781819409215,-0.934947216112633,1.24271674267886
2008-11-29,"No","spring",0.0697028298512528,-1.1024641026526,1.41728872581534,-0.898882849753761,0.13951199525257
2008-11-30,"No","spring",0.647280326487087,-0.485478104435727,1.87636447765182,-0.404120584113461,0.282778355574007
2008-12-01,"No","summer",1.41129263440167,-0.925283604332799,0.622939087803973,-0.993771422165154,0.0192462712676002
2008-12-02,"No","summer",2.35803669578126,-0.944750510744847,-2.27355685013001,-0.17843360724785,-1.50045552374028
2008-12-03,"No","summer",0.44058596593405,3.52055594974977,0.213082514237252,0.197039054536653,-0.437301506747525
2008-12-04,"No","summer",0.0673978861687862,2.10519401863371,-0.0118174565958909,0.0747101574436933,0.370399078659121
2008-12-05,"No","summer",0.330600779051073,0.472921784983398,1.19803937505493,-0.273477295524199,0.42681705248498
2008-12-06,"No","summer",1.50856266771725,-0.724090897290629,1.39430353994281,-0.663968933761326,0.0240048749938292
2008-12-07,"No","summer",1.86786744181065,-0.179990456193177,0.901768419591959,-1.49141085509047,-1.03256493553179
2008-12-08,"No","summer",1.05079747390847,1.71169790049143,1.30306109399404,-0.139172293186519,-0.167914343531064
2008-12-09,"Yes","summer",-0.0382426209351767,0.686719833926958,-0.302822105650708,-1.09114427876475,-0.0184101706370467
2008-12-10,"Yes","summer",-2.01025636814302,2.30773121909847,-0.693817033032895,-0.643902981428864,-0.179683509080448
2008-12-11,"No","summer",0.163902469703436,0.92684078346026,1.7430790481605,0.0621385952663845,-0.242829443856972
2008-12-12,"No","summer",0.612605756850825,-0.637297922040821,1.11096992200014,-1.85631060183117,0.570431840651102
2008-12-13,"No","summer",2.14505829087354,-1.87116859232518,0.27060584490008,-0.796983802195467,0.388067407330383
2008-12-14,"No","summer",4.82942465938942,-1.6243164936649,-0.250552720615585,0.0538661252933441,-0.194277327065593
2008-12-15,"No","summer",0.878568571396166,2.37254997851082,0.143914485466089,-1.17307621994191,1.58631987633634
2008-12-16,"No","summer",1.09546725905004,1.37974512734814,0.941124140872197,-0.341641206638533,1.08442949910085
2008-12-17,"No","summer",1.29066070991644,-0.27012735906856,2.25792428305864,-1.50699056007931,0.678469643040801
2008-12-18,"No","summer",2.6497847963338,-1.41629184942803,-0.0450201994510691,-0.0294999769590887,-0.384098951033271
2008-12-19,"No","summer",2.27485170389644,-0.0852685897883792,0.415556925427192,-2.35036249924927,-0.819715696014451
2008-12-20,"Yes","summer",0.6407162670176,3.51116820132547,1.25591837044666,-0.434634228904135,0.347905160999351
2008-12-21,"No","summer",0.623365006961931,1.9585446257014,1.01497571877885,0.945253172161771,0.648227326398753
2008-12-22,"No","summer",1.65471371578862,-0.29410727128154,1.56887507894241,-1.29026094251633,-0.367529266866061
2008-12-23,"No","summer",1.44144882162551,1.44027765016155,2.27525095192996,-0.867142226923984,-0.391936034598536
2008-12-24,"No","summer",1.55569999792082,0.797680348058709,0.99861244068666,-0.576246228810095,-0.024822082514861
2008-12-25,"No","summer",1.8773900907398,0.29735977798582,2.53491556930731,-1.23143215537014,7.22185772066251e-06
2008-12-26,"No","summer",1.54115818004651,-0.404975130090934,1.54171435827293,-1.54277855482073,0.296558496954713
2008-12-27,"No","summer",2.24864299810479,-0.835740765240796,0.887922295962698,-1.53865627604916,-0.0362648038058604
2008-12-28,"No","summer",2.18454417755991,-0.622732506391396,0.255479502152941,-1.68172695733218,0.383918790132763
2008-12-29,"No","summer",4.7269992997439,-1.49371288955095,0.670134138808046,0.0209628721318746,-0.514768121929715
2008-12-30,"No","summer",5.24447165167188,-0.884691684619316,-0.582714626414897,-0.152544114930048,-0.20166317847044
2008-12-31,"No","summer",4.43147276043372,0.209915142688502,-0.166641644528318,-1.2145012859203,0.160826649811625
2009-01-01,"No","summer",4.34179096094287,-1.12353435478208,-0.253033089902971,-0.725574818552288,-0.326647248008749
2009-01-02,"No","summer",4.56166369270246,0.0462938379601796,0.0911024688384923,-1.70371273495546,0.376412145748629
2009-01-03,"No","summer",3.3167688016563,0.798964882711785,0.839512810962339,-0.47448039292798,0.9912219798758
2009-01-04,"No","summer",3.62740830359506,-1.61948168058825,-0.0600585885850011,-1.00333304551328,0.589007151884804
2009-01-05,"No","summer",4.70766519324348,-0.496796244529956,1.05154828506453,-0.675681043360237,0.66952909455577
2009-01-06,"No","summer",3.76807559857549,-0.201662548593962,1.00499174339413,-1.51127783161611,0.577247214507819
2009-01-07,"No","summer",3.82112392996247,-1.20602074394579,-0.643066079913257,-0.557057966419364,0.182144604622314
2009-01-08,"No","summer",3.82459803142608,-0.776839669348074,0.475553280605118,-1.15940838849553,0.476729947425243
2009-01-09,"No","summer",4.0000042847479,-0.66102108351867,0.630865220675142,-0.754900000462707,0.503292257268507
2009-01-10,"No","summer",3.87977356588151,-0.761843277625956,0.0440304761570861,-1.27017949258149,0.167930502764525
2009-01-11,"No","summer",5.16463626463936,-0.883872673900945,-0.415048299648294,-1.47512200954126,-0.0953633429801269
2009-01-12,"No","summer",2.2159986420434,2.14986602678158,1.21085620064973,-1.08018597206644,-0.242587356907858
2009-01-13,"No","summer",0.648009631397255,-0.344460250052303,0.288698217117155,-0.945631512476333,0.413918969656336
2009-01-14,"No","summer",1.76970040826567,0.524021869739442,0.32137051126357,0.748321540988919,0.133292040351652
2009-01-15,"No","summer",4.63077309776607,-2.01229056022578,-0.122667315894928,0.436887837053816,-0.320721503843256
2009-01-16,"No","summer",6.88470121542992,-0.582170037442554,0.512880560959729,0.798544652484975,-0.0680319763210319
2009-01-17,"No","summer",1.65738501975179,0.388838268924372,-1.73848162486891,-0.0180092174179729,0.790441004427741
2009-01-18,"No","summer",1.55940031992926,1.60044715977204,-1.72988932103493,1.05214620528232,0.746081382220266
2009-01-19,"No","summer",1.81654704526709,-0.529925161128101,1.21513574253792,-0.605289929787254,0.270963517256089
2009-01-20,"No","summer",1.77652385091185,-0.4831594769924,1.9833949859753,-0.719291072404508,0.395393636579405
2009-01-21,"No","summer",1.64354925574434,0.702655086127572,1.76148855786169,-0.298615352345919,0.499045860449536
2009-01-22,"No","summer",1.13189125815756,1.22591479820919,0.104784555709163,-0.708956224295742,1.21466050919507
2009-01-23,"No","summer",1.16940220262594,1.71108858933732,0.542710559724152,-1.06494811621967,1.67764469646854
2009-01-24,"No","summer",1.73113839216973,-1.05822657822118,-0.36544221395527,-2.72065497170672,0.228333420348124
2009-01-25,"No","summer",4.67139194519131,-1.27581339372283,0.191145948203196,-0.637715670419704,-0.654110257292796
2009-01-26,"No","summer",2.29534991496817,0.773258878174333,0.158029347407272,-2.417243609653,0.536616890745545
2009-01-27,"No","summer",3.07568012449966,0.969366725876255,-0.477399446746831,-0.954802927264101,-0.920346225102776
2009-01-28,"No","summer",2.13778047410288,3.20710135965186,-1.21057375248309,-0.967453902251098,0.227993431667094
2009-01-29,"No","summer",-0.100878486666275,3.75697688697147,-1.27786417145737,0.569089140734309,0.0271223694961747
2009-01-30,"No","summer",0.338887944592414,1.75854452974939,-2.5393967510812,0.00550520941208483,-0.409362944954459
2009-01-31,"No","summer",2.7876417535854,0.903262673528367,-2.38928917170598,-0.197567533325319,-0.0659801950930604
2009-02-01,"No","summer",3.25508206512982,-0.29457685826093,-0.973099850276593,-2.23647163507608,0.559890152000737
2009-02-02,"No","summer",4.36496590986603,-0.350059518409631,-1.20369737473251,-1.89040296629526,0.580260625989335
2009-02-03,"No","summer",2.47121564593572,0.494589887969678,-0.532429266648318,-2.26237126911554,1.04355734618189
2009-02-04,"No","summer",2.39411514466402,1.1354060151721,2.10296288225928,-1.32853312412981,0.636372720061737
2009-02-05,"No","summer",2.98585439567262,0.381805623891853,1.81618866401773,-1.84362170883507,-0.105856988656353
2009-02-06,"No","summer",2.16583512212654,1.91204525288201,2.61378585302662,-0.550782765148062,-0.0820888676111454
2009-02-07,"No","summer",1.5148864339078,-0.460285857978694,1.74252641669276,-0.999060374072858,-0.320351947010759
2009-02-08,"No","summer",3.0762781832258,-1.66324039996922,1.2680582310538,0.130968847792044,-0.208964115800838
2009-02-09,"No","summer",3.82285704962704,-1.69677375149802,0.626425468613837,-0.00543519806811338,0.362185566070954
2009-02-10,"No","summer",4.42478603674026,-1.05294606299138,-0.00263932080416325,0.8521192930382,0.11821718694953
2009-02-11,"No","summer",5.74982691613578,-0.801954875472442,-0.251025126875292,0.714282215567199,0.138476601109928
2009-02-12,"No","summer",5.33345573511431,1.2773145086519,-0.539096862410286,1.72752754400273,-0.926202634813995
2009-02-13,"No","summer",1.57018378303302,2.27207273786651,-0.714806626248174,0.765057071544285,1.2679471968882
2009-02-14,"No","summer",0.960536398150019,2.52138107172765,-1.9298283384833,1.1173393043734,-0.382774206441083
2009-02-15,"No","summer",1.60490838160145,-0.330276534000257,-0.734282915910691,-2.64539477411228,-0.651570758888949
2009-02-16,"No","summer",1.28310572231767,2.04741173582251,1.2265161926009,-0.81947696069102,1.17715645910285
2009-02-17,"No","summer",2.30762857811479,-0.490689401959038,0.236464203449646,-0.731122622424353,-0.278843916388424
2009-02-18,"No","summer",2.45685277055073,-0.657580436163641,0.691708300587785,-0.567949664180248,0.00382581353988126
2009-02-19,"No","summer",3.11170087134628,-1.04113984346031,0.254850833462633,-0.36810116629834,-0.149706650056487
2009-02-20,"No","summer",3.71159660577529,-1.66838858521727,-0.507718773018314,-0.256045405436705,-0.0832334816780768
2009-02-21,"No","summer",5.39292889179272,-0.135122748051692,-2.01207092822488,1.72437508074533,-0.381312941400374
2009-02-22,"No","summer",2.640314092951,1.65134059531384,1.40624754387473,-0.338450716155472,1.26174227155974
2009-02-23,"No","summer",2.46598568977259,0.114105597910406,-1.2837148328329,1.26920767784148,-0.817239828030007
2009-02-24,"No","summer",0.225695793500783,3.50744478676347,-0.719204540044995,-0.284165420865887,0.434205521609413
2009-02-25,"Yes","summer",-1.59265406080147,3.91341400614088,-0.785185518443959,-0.567036056044237,-0.595617815178657
2009-02-26,"No","summer",-1.21097528447073,0.073684051371946,-0.634878093681235,-0.0754581402972529,-0.46330402336282
2009-02-27,"No","summer",1.4915630150467,-0.614506662599084,1.13800634486348,-0.669501490917294,-0.255479396234439
2009-02-28,"No","summer",3.04319351210201,-0.380200473990439,-1.9533911643881,0.513738838779845,-1.61100516112486
2009-03-01,"No","autumn",2.50611485672112,1.99824917132041,-1.82118615838184,-1.16358030426207,-0.286790089375001
2009-03-02,"No","autumn",1.02386165618842,3.21000439554914,2.85537206012224,0.203133612785734,0.637195653981553
2009-03-03,"No","autumn",0.38656721443408,-3.30139005935782,0.766430204375337,0.217448624749269,0.167773837620474
2009-03-04,"No","autumn",1.5123285188234,-2.79046313947002,1.04627789836277,1.17710566153971,0.379898293307299
