"","WindGustSpeed","WindSpeed9am","WindSpeed3pm","MinTemp","MaxTemp","TempRange","Temp9am","Temp3pm","Evaporation","Sunshine","Cloud9am","Cloud3pm","Rainfall","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","WindGustDir","WindDir9am","WindDir3pm","RainToday","RainTomorrow","Season","KmeansDF","KmeansScaled"
"22",35,15,17,25.3,33.4,8.1,30.6,31.8,7.4,10.7,5,2,0.2,63,56,1011.1,1009.3,"E","ESE","NNE","No","Yes","wet","2","2"
"23",43,17,28,24.1,32.3,8.2,26.9,30,7.6,4.8,7,6,10.8,79,60,1011.7,1008.8,"unkn","SSE","ESE","Yes","No","wet","1","2"
"24",37,15,26,25.5,32.7,7.2,29,31.5,6.2,9.7,6,7,0,62,50,1011.4,1007.9,"E","SE","ESE","No","No","wet","3","2"
"25",35,13,26,21.8,33.3,11.5,29.2,32.1,7.4,12.1,2,3,0,56,51,1010,1007.5,"ENE","SSE","E","No","No","wet","3","2"
"26",41,19,26,23.4,33.9,10.5,29.4,32.2,9.4,10.2,7,8,0,61,47,1009.9,1006.6,"SSE","SSE","SE","No","Yes","wet","3","2"
"27",37,7,11,24.5,31.1,6.6,26.2,30.2,11,3.2,7,7,17.4,92,72,1009.3,1005.8,"S","NW","ENE","Yes","Yes","wet","1","1"
"28",26,13,13,24.1,30.2,6.1,24.3,28.8,3.6,1,8,7,26.8,94,79,1008.4,1005.2,"NE","WSW","N","Yes","Yes","wet","1","1"
"29",28,0,17,24.2,31.4,7.2,28.3,29.5,2.6,5.3,8,7,35,78,73,1007.7,1004.6,"NNE","calm","N","Yes","No","wet","1","1"
"30",28,6,13,25.7,31.9,6.2,30.4,29.2,5,6,3,7,0,65,75,1007.2,1004.1,"N","WNW","N","No","Yes","wet","2","1"
"31",37,9,17,23.2,30.1,6.9,26.1,26,8.2,2.3,7,8,54.8,88,94,1007.3,1005.5,"N","WNW","NW","Yes","Yes","wet","1","1"
"32",28,4,19,23.6,31.4,7.8,28,30.1,4.6,3.4,7,6,15.8,77,70,1008.1,1005.6,"NNE","E","N","Yes","Yes","wet","2","1"
"33",28,9,11,23.5,31.6,8.1,30.1,30.5,5.6,10.6,3,6,1.2,68,70,1008.8,1006.8,"NNE","SE","NNE","Yes","No","wet","2","2"
"34",30,9,13,25,31.6,6.6,30.8,30.2,5.6,8.7,7,7,0,68,70,1009.4,1007,"NE","SE","NE","No","No","wet","2","1"
"35",28,13,19,25.4,32.7,7.3,27.8,28.5,5.4,8,7,7,0.4,81,76,1009.3,1006.6,"ENE","S","S","No","No","wet","2","1"
"36",33,13,13,25.1,31.6,6.5,27.8,27,5.4,2.9,7,7,0.8,78,87,1008.4,1005.7,"SE","SSE","S","No","Yes","wet","1","1"
"37",35,2,24,24.3,32.4,8.1,28.1,31.1,4,8.8,8,8,7.4,80,63,1008.8,1004.4,"SE","ESE","SE","Yes","No","wet","2","1"
"38",30,9,7,25.4,32.4,7,28.4,30.3,6.2,3,7,7,0,71,68,1007.8,1004.2,"S","W","S","No","No","wet","2","1"
"39",31,9,6,24.7,31.4,6.7,29,30.3,4.4,6.8,8,7,0.2,71,67,1005.9,1003.2,"NE","W","SW","No","No","wet","2","1"
"40",44,17,11,24.7,29.6,4.9,24.9,27.2,4.8,0.2,8,8,0.6,91,86,1005.3,1001.9,"S","S","E","No","Yes","wet","1","1"
"41",35,9,13,22.1,27.6,5.5,24.1,24.8,8.8,0,8,8,68.2,96,93,1005,1003,"S","SSE","NE","Yes","Yes","wet","4","1"
"42",39,17,13,23,28.7,5.7,25.5,27.2,2.8,0,7,8,47,74,66,1006.7,1005.4,"SSE","S","ESE","Yes","Yes","wet","1","1"
"43",59,17,11,22.3,27.4,5.1,24.7,25.3,3.6,0,8,8,278.4,96,98,1003.5,999.6,"NW","SSE","NNW","Yes","Yes","wet","4","1"
"44",39,20,13,22.7,30.2,7.5,27,28.7,6.4,6.2,5,6,140.2,77,67,1002.7,1001.2,"N","NNW","N","Yes","No","wet","4","1"
"45",30,11,15,23.7,30.9,7.2,28.9,30.2,6,11.7,1,1,0,69,66,1006.9,1005.5,"NE","SE","NE","No","No","wet","2","2"
"46",28,6,13,24.3,31.6,7.3,29,30,6.2,9.9,3,7,0,73,69,1010.2,1008.7,"WSW","ENE","NNE","No","Yes","wet","2","2"
"47",33,9,15,24.5,31.4,6.9,29.8,26.8,6.4,6.3,3,8,10.4,73,89,1011.7,1010.2,"ENE","ESE","SSE","Yes","Yes","wet","1","1"
"48",28,9,11,24.1,31.4,7.3,28.4,30.5,5.8,7.3,6,6,12.8,77,68,1011.6,1008.2,"NNE","SE","NNE","Yes","Yes","wet","2","1"
"49",35,15,19,24.9,32.2,7.3,27.6,31.5,4.6,4,7,7,1.8,81,58,1011.4,1008.8,"ESE","SSE","ESE","Yes","Yes","wet","2","1"
"50",43,13,28,22.8,30.9,8.1,26.1,30.7,1.8,2.5,8,7,102.2,80,62,1012.3,1008.6,"SE","SE","ESE","Yes","Yes","wet","4","1"
"51",37,13,17,23.5,29.2,5.7,24.4,28,8.4,0.8,8,8,57.8,96,77,1012.2,1008.9,"S","N","S","Yes","Yes","wet","1","1"
"52",31,13,20,23.1,32.3,9.2,29,31.8,2.4,11.8,5,4,62,70,57,1011.4,1007.9,"ESE","S","ESE","Yes","No","wet","1","2"
"53",24,9,17,24,31,7,29.8,29.8,6.4,10.1,7,6,0.8,68,76,1009.7,1007.3,"NNE","SE","N","No","Yes","wet","2","1"
"54",22,0,13,25.2,31,5.8,28.6,30.6,7.4,7.3,8,6,3.4,81,73,1011.7,1008.5,"NNE","calm","N","Yes","No","wet","2","1"
"55",28,2,15,24.7,31.8,7.1,28.8,30.8,4.8,8.1,7,6,0,78,73,1011.7,1007.7,"NNE","NNW","N","No","Yes","wet","2","1"
"56",26,11,13,25,31.6,6.6,28.4,30.8,5.8,5.9,7,7,3.8,75,70,1009.6,1006.9,"NNW","W","N","Yes","Yes","wet","2","1"
"57",35,22,7,24.8,31.8,7,27.1,31.3,4.8,5.4,7,7,5.8,82,61,1010.6,1007.8,"SE","SSE","E","Yes","No","wet","2","1"
"58",37,15,22,25.1,31.5,6.4,28.1,30.4,6.2,3,7,7,0,73,62,1010.2,1006.2,"ESE","SSE","ESE","No","No","wet","2","1"
"59",37,15,17,24,32.1,8.1,26.9,30.6,5.6,3.5,7,7,0,71,56,1008.3,1004.7,"ESE","SSE","ESE","No","Yes","wet","2","1"
"60",35,17,20,23,31.5,8.5,27.6,31.1,6.2,6.8,7,7,11.8,69,60,1007.2,1003.5,"SSE","SSE","ESE","Yes","No","wet","2","1"
"61",43,11,9,23.8,31.7,7.9,28.8,29.9,7.2,4.4,8,7,0,70,70,1005.1,1001,"SSE","SSE","NW","No","Yes","wet","2","1"
"62",52,19,11,23.8,25.7,1.9,24.7,24.7,3.8,3.4,8,8,35.2,92,92,1004.9,1001.9,"SSE","S","S","Yes","Yes","wet","1","1"
"63",48,6,26,24,28.8,4.8,24.3,26.3,2.6,0,8,8,47.4,95,79,1002.6,999,"WNW","ENE","W","Yes","Yes","wet","1","1"
"64",33,11,17,24.1,30.7,6.6,28.8,29.8,2.6,1,8,7,18.2,75,80,1001.6,998.8,"WNW","NW","N","Yes","Yes","wet","1","1"
"65",24,0,15,24.4,29.5,5.1,26,28.3,4,0.3,8,7,6.6,94,82,1002.2,998.6,"SSE","calm","SSE","Yes","Yes","wet","1","1"
"66",30,13,15,24.1,30.2,6.1,24.9,30,3.8,1.7,8,7,37.2,96,73,1002.1,998.7,"NW","SE","SSE","Yes","Yes","wet","1","1"
"67",41,13,20,24.2,31.5,7.3,27.1,30.5,8,5.5,7,7,63.4,84,70,1001.9,998.8,"SE","SE","SSE","Yes","Yes","wet","4","1"
"68",35,9,13,24.4,30.5,6.1,25.9,28.3,6.6,1.9,7,7,48.4,89,82,1000,998.4,"SSE","SSE","NNE","Yes","Yes","wet","1","1"
"69",31,0,17,25.3,29.7,4.4,27,29.1,5,1.9,8,7,53.2,94,83,1004.3,1002.2,"N","calm","N","Yes","Yes","wet","1","1"
"70",22,2,9,24.6,29.9,5.3,27.6,29.5,3.4,3.1,7,7,121.6,89,82,1006.2,1005,"S","NE","NNE","Yes","Yes","wet","4","1"
"71",30,7,17,25,30.1,5.1,28.5,28.3,2.8,1.9,7,7,6.8,82,85,1009.3,1007.3,"N","ENE","NNW","Yes","Yes","wet","1","1"
"72",28,6,9,24.6,29.9,5.3,29,28.2,3,5.4,7,7,13.2,76,84,1010.3,1007.6,"WNW","NNW","NNW","Yes","Yes","wet","1","1"
"73",31,11,24,24.9,31.5,6.6,29.2,30.4,5.6,9.6,8,7,2,71,75,1009.4,1006.7,"N","NNW","N","Yes","Yes","wet","2","1"
"74",28,6,17,24.8,30.4,5.6,25.9,30,7.2,7,7,7,15.2,92,77,1008.8,1006.5,"SSE","S","NNW","Yes","No","wet","1","1"
"75",28,0,17,25,31.5,6.5,28.2,30.6,5,6.7,7,7,0,77,73,1009.7,1007.3,"NNE","calm","N","No","Yes","wet","2","1"
"76",30,7,13,24.2,30.7,6.5,26.3,30.1,8.8,1.6,8,7,69.2,89,75,1009.8,1006.4,"W","W","NNE","Yes","No","wet","4","1"
"77",26,9,17,24.4,31.9,7.5,29.1,30.6,3.2,8.5,3,6,0,76,77,1008.2,1004.7,"N","W","N","No","No","wet","2","1"
"78",28,6,19,24.7,32.7,8,29.6,30.9,5,11.6,1,2,0,71,69,1006.2,1003.3,"N","ESE","N","No","No","wet","2","2"
"79",31,0,19,23.8,33.5,9.7,29.4,31.5,5.2,10.7,3,2,0,60,57,1005.1,1002.2,"NE","calm","NE","No","No","wet","2","2"
"80",28,0,13,22.6,32.8,10.2,28.7,32.1,6.8,6.8,1,1,0,63,49,1005.5,1002,"NE","calm","NNE","No","No","wet","2","2"
"81",26,9,15,23,32.5,9.5,29.8,31.9,7.4,8.7,4,8,0,59,63,1007.7,1005.5,"N","ESE","N","No","No","wet","2","2"
"82",28,13,17,24.8,32.7,7.9,30,31.6,5.6,9.7,5,6,0,70,63,1009.4,1006.3,"ENE","S","NE","No","No","wet","2","2"
"83",35,15,13,25.1,33,7.9,29.5,31.4,6.2,5,3,7,0,65,60,1007.9,1004.2,"ESE","S","ESE","No","Yes","wet","2","2"
"84",35,15,20,24.2,31,6.8,27.8,30.2,7,4.9,7,7,27.4,83,72,1008.1,1005.5,"S","S","ENE","Yes","Yes","wet","1","1"
"85",33,7,19,23.8,31.2,7.4,26.7,30.4,6.4,4,7,7,28.4,83,71,1009.5,1007.1,"NNE","WNW","NE","Yes","Yes","wet","1","1"
"86",33,20,9,23.9,30.6,6.7,25.2,29.2,3.4,2.8,7,7,41.6,83,70,1011.1,1007.9,"NNE","S","NNE","Yes","Yes","wet","1","1"
"87",31,13,20,22.6,32,9.4,24.7,30.7,6.2,7.5,7,6,17,85,61,1011.2,1007.7,"ENE","SE","ESE","Yes","No","wet","1","1"
"88",35,13,22,24.7,31.2,6.5,28.6,29.6,7,3,7,7,0,72,68,1010.1,1007.4,"SSE","S","SE","No","Yes","wet","2","1"
"89",44,17,28,23.6,31,7.4,28,29.2,3.6,5,4,7,1.2,70,71,1009.7,1007.2,"SE","SSE","SSE","Yes","Yes","wet","2","1"
"90",44,26,31,24.6,32,7.4,28.4,31.6,4.8,9.7,2,1,2,64,57,1010.5,1007.2,"ESE","SSE","SE","Yes","No","wet","3","2"
"91",44,22,28,21.8,31.8,10,28.2,31.2,9.4,11.1,2,1,0,61,44,1010.6,1008.3,"ESE","SSE","ESE","No","No","wet","3","2"
"92",48,20,31,22.2,32,9.8,27.7,30.9,10.6,10.9,1,1,0,61,53,1010.8,1007.4,"SE","SSE","ESE","No","No","wet","3","2"
"93",43,20,31,24.6,32.5,7.9,28.7,31.3,8.8,11,1,1,0,61,57,1011.7,1008.4,"SE","SSE","ESE","No","No","wet","3","2"
"94",43,20,28,25.4,31.7,6.3,28.9,30.1,8.6,5.5,7,7,0,71,66,1010.6,1008.1,"SE","SSE","SE","No","No","wet","2","2"
"95",43,17,31,25.2,33.9,8.7,29.3,32.3,7,8.4,7,7,0,70,50,1009.4,1006,"SE","SSE","ESE","No","Yes","wet","3","2"
"96",48,20,31,24.8,26.9,2.1,25.3,24,9,0.1,8,8,15.2,93,100,1007.6,1005,"SSE","SSE","SSE","Yes","Yes","wet","1","4"
"97",50,4,13,23.4,30.4,7,26.9,28.9,6.4,1.9,7,8,86.4,78,76,1005.6,1003.8,"SSE","SE","NNW","Yes","Yes","wet","4","1"
"98",33,7,24,23.3,31.6,8.3,28,30.5,4.4,7.2,6,6,12.4,77,71,1006.3,1003.9,"NNE","WSW","NE","Yes","Yes","wet","2","1"
"99",28,4,17,23.8,30.9,7.1,28.4,30.1,5.6,7.9,7,6,2.6,74,73,1009.5,1006.3,"NE","NNE","NE","Yes","No","wet","2","1"
"100",20,6,13,24.6,31.3,6.7,26.2,30.1,5.6,7.1,7,7,0,88,73,1010.4,1007.3,"unkn","W","E","No","Yes","wet","2","1"
"101",33,13,20,24.9,31.8,6.9,28.7,30.9,2.2,1.8,6,4,3.4,78,66,1011.1,1007.8,"ESE","SSE","SE","Yes","Yes","wet","2","1"
"102",35,20,24,24.3,30.6,6.3,25.5,30.2,6.6,7.4,8,6,11.2,89,70,1012.4,1009.1,"ESE","S","ESE","Yes","Yes","wet","1","1"
"103",35,15,24,24.5,31.9,7.4,29,30.7,4.6,9.7,3,5,2.8,73,67,1011.9,1008.3,"SE","SSE","SE","Yes","No","wet","2","2"
"104",37,19,28,23.7,31.1,7.4,28.7,29.3,6.2,5.7,7,7,0,74,70,1011,1007.3,"SE","SSE","SE","No","No","wet","2","1"
"105",39,22,26,25.6,31.8,6.2,28.7,31,6.2,9.8,7,2,0.4,73,61,1010,1006.9,"SE","SSE","ESE","No","No","wet","2","2"
"106",35,15,24,22.6,31.7,9.1,28.8,30.4,6.6,8.7,6,5,0,66,57,1009.1,1006.4,"SE","SSE","ESE","No","No","wet","2","2"
"107",33,13,24,21.7,32.6,10.9,27.2,31.7,8,7.2,6,7,0,70,50,1008.3,1005.5,"SE","SSE","ESE","No","No","wet","2","2"
"108",48,19,28,24.8,31.5,6.7,28.7,30.3,5.4,3.4,5,6,0,63,60,1008.6,1006.2,"SE","SSE","ESE","No","Yes","wet","3","2"
"109",48,24,19,23.6,31.8,8.2,27.5,30.4,4.8,8.1,5,6,9.8,72,62,1009.3,1005.7,"SE","SSE","SSE","Yes","No","wet","2","2"
"110",41,24,24,24.1,32.5,8.4,28.5,31.7,7.4,10.9,4,3,0,67,56,1008.4,1005.2,"ESE","SSE","ESE","No","No","wet","3","2"
"111",39,17,26,24.6,32.4,7.8,28.7,31.5,8,10.2,7,7,0,61,51,1009,1005.9,"SE","SSE","ESE","No","No","wet","3","2"
"112",50,24,30,24,32.3,8.3,28.6,30.4,7.4,9.1,5,7,0,67,60,1010.2,1007.3,"ESE","SSE","ESE","No","No","wet","3","2"
"113",48,24,31,23.2,31.1,7.9,28.3,30.5,7.8,9.7,7,7,0,61,48,1012.1,1008.7,"SE","SSE","SE","No","Yes","wet","3","2"
"114",44,24,30,22.3,31.4,9.1,27.4,30,7,9.8,4,3,1.4,66,53,1013.7,1011.1,"SE","SSE","ESE","Yes","No","wet","3","2"
"115",48,17,28,22.6,31.1,8.5,27.2,29.4,9.8,8.5,8,7,0,66,52,1015.5,1012.4,"SE","SSE","ESE","No","No","wet","3","2"
"116",50,19,35,24,30.8,6.8,27,29.8,8.6,8.4,7,2,0,66,52,1015.8,1012.8,"ESE","SSE","ESE","No","No","wet","3","2"
"117",43,24,28,22.9,31,8.1,26.6,30,7.6,10.8,4,6,1,62,47,1014.6,1011,"SE","SSE","SE","No","Yes","wet","3","2"
"118",56,22,39,22.1,30.7,8.6,26.6,29.5,8.6,10.8,2,1,5.2,68,44,1013.8,1011.3,"SE","SSE","SE","Yes","No","wet","3","2"
"119",56,24,30,23.4,30.7,7.3,27,28.7,8.2,10.5,2,2,0.2,65,58,1013.1,1010,"SE","SSE","ESE","No","No","wet","3","2"
"120",35,17,20,20.5,31.3,10.8,26.5,30.5,8.8,11.3,1,2,0,65,47,1013.4,1009.7,"SSE","SSE","ESE","No","No","wet","3","2"
"121",26,4,15,17.7,29.5,11.8,26.1,28.7,5.6,11,0,1,0,56,63,1012.2,1009.4,"NE","NNE","NNE","No","No","wet","2","3"
"122",20,0,13,18.8,31.2,12.4,25.8,29.4,4.8,11.1,0,1,0,70,51,1011.3,1008.8,"NNE","calm","N","No","No","dry","2","2"
"123",26,11,13,19.9,30.4,10.5,26.9,29.2,6,11,1,1,0,65,58,1012.3,1010.2,"N","SE","NNE","No","No","dry","2","2"
"124",28,4,15,19.3,29.8,10.5,26.3,28.9,5.4,10.8,1,1,0,63,64,1012.9,1010.4,"NE","E","NNE","No","No","dry","2","2"
"125",33,2,24,19.4,32.2,12.8,26.6,30.9,5.4,10.7,1,1,0,71,49,1012.7,1009.4,"SE","NW","E","No","No","dry","2","2"
"126",43,15,28,21,33.1,12.1,28.6,30,8,10,1,3,0,62,62,1010.9,1008.5,"ESE","SSE","E","No","No","dry","3","2"
"127",37,15,28,22.5,32.6,10.1,28.3,31.5,7.6,9.6,5,2,0,70,54,1011.2,1008.2,"SE","SSE","ESE","No","No","dry","3","2"
"128",44,20,30,25.2,32.8,7.6,28.6,30.1,6.8,9.1,3,3,0,66,64,1012.8,1010.4,"ESE","SSE","SE","No","Yes","dry","3","2"
"129",43,19,17,24.6,30.2,5.6,26.2,26.1,7.8,7.6,7,7,2.4,87,90,1013.7,1011.4,"SE","S","SSE","Yes","Yes","dry","1","4"
"130",41,17,24,23.2,30,6.8,25.5,29.2,5.8,2.9,7,7,45.2,89,69,1013.7,1010.7,"SE","S","ESE","Yes","Yes","dry","1","1"
"131",39,20,22,23.6,29.9,6.3,25.7,28.4,9.4,8,7,7,43.2,83,62,1013.9,1011.1,"SE","S","SE","Yes","Yes","dry","1","4"
"132",35,22,24,24.3,31,6.7,26.7,29.6,4.6,6.9,5,6,1.6,77,69,1014.4,1012.1,"S","S","SE","Yes","Yes","dry","2","4"
"133",43,19,22,23.2,29.9,6.7,26.9,29,5.2,6.4,5,4,14.8,80,69,1014.1,1011,"ESE","SSE","SSE","Yes","Yes","dry","1","4"
"134",39,17,17,24.3,31.4,7.1,27.7,28.4,5,7.7,2,5,3.2,84,82,1010.8,1007.6,"E","SSE","SSE","Yes","Yes","dry","1","1"
"135",31,13,17,24.1,29.7,5.6,26.7,28.1,5.2,5.6,7,6,4.8,83,81,1010.8,1007.4,"SE","S","SSE","Yes","Yes","dry","1","1"
"136",31,11,15,24.2,31,6.8,29,30,2.9,6.8,2,5,2.6,75,72,1011.3,1007.7,"ESE","SE","NE","Yes","No","dry","2","1"
"137",28,13,11,24.7,30.2,5.5,28.3,29.6,4.8,6.2,6,7,0.2,78,70,1011,1007.7,"SE","SE","NE","No","No","dry","2","1"
"138",35,19,4,24.2,30.4,6.2,26.6,27.1,5,6.2,6,7,0.2,79,80,1011.8,1009.7,"SSE","SSE","WSW","No","Yes","dry","2","1"
"139",39,17,28,22.8,30,7.2,27.1,28.7,3.8,5.2,3,5,15.8,70,54,1014.5,1012.1,"SE","SSE","SE","Yes","No","dry","3","2"
"140",31,15,17,20.6,29.7,9.1,26.9,29.1,5.8,9.6,2,4,0,62,51,1013.1,1010.1,"E","S","ENE","No","No","dry","3","2"
"141",24,4,13,19.6,29.2,9.6,25.5,28.1,6.4,10.4,7,7,0,71,56,1011.9,1008.9,"SE","WNW","ENE","No","No","dry","2","2"
"142",33,15,22,19.3,29.9,10.6,26.3,29.3,4.4,10.3,3,2,0,65,50,1012.8,1009.6,"E","SE","ESE","No","No","dry","3","2"
"143",46,20,35,20.2,30.2,10,26.3,28.5,5.8,11,2,6,0,57,48,1013.8,1010.8,"SE","S","ESE","No","No","dry","3","3"
"144",44,22,24,19.2,30.2,11,25.9,29.1,7.4,11.3,1,2,0,57,51,1013.9,1011,"SE","SSE","SE","No","No","dry","3","3"
"145",33,17,22,21.1,30.3,9.2,26,29.3,7.6,11.1,6,3,0,66,49,1013.9,1010.6,"E","SSE","SE","No","No","dry","3","2"
"146",31,6,24,18.7,29.8,11.1,23.1,28.9,7,9.9,7,7,0,77,50,1014.1,1010.6,"ENE","SW","ENE","No","No","dry","2","2"
"147",26,13,15,18.8,31.4,12.6,25.1,29.7,6.2,10.6,2,3,0,65,54,1013.6,1010,"SE","SE","NNE","No","No","dry","2","2"
"148",41,15,31,20.6,31.6,11,27.7,29.8,3.8,10.7,6,6,0,65,52,1014.1,1011.6,"ESE","SSE","SE","No","No","dry","3","2"
"149",44,20,30,20,31,11,26.8,29.9,8,10.7,1,1,0,60,36,1016.2,1012.9,"SE","SSE","SE","No","No","dry","3","3"
"150",48,20,30,22.1,30.2,8.1,26.3,29.1,8,10.6,5,1,0,64,52,1015.6,1012,"SE","SSE","ESE","No","No","dry","3","2"
"151",46,19,28,21.3,30.3,9,26.6,28.9,7,10.5,7,6,0,61,54,1014.6,1012.3,"SE","SSE","ESE","No","No","dry","3","2"
"152",50,20,31,20.3,30.1,9.8,26.4,29,8.4,10.7,2,3,0,59,45,1015.9,1013,"SE","SSE","SE","No","No","dry","3","3"
"153",37,17,17,23,27.4,4.4,25.2,26.6,8.2,2.1,7,7,0.2,74,63,1016.3,1013.4,"SSE","S","SSE","No","No","dry","2","4"
"154",41,13,20,21.4,29.6,8.2,25.4,27.4,3.6,2.5,7,7,0,69,62,1016.9,1014.5,"SE","SSE","ESE","No","No","dry","2","4"
"155",48,20,19,22,28.8,6.8,25.4,25.5,4.2,3.8,7,7,0.6,71,71,1017,1015.3,"SE","SSE","SSE","No","No","dry","2","4"
"156",46,28,24,22.8,28.5,5.7,25,26.8,5.6,5.8,6,6,0.8,67,59,1017.5,1014.8,"SE","SSE","SE","No","No","dry","3","4"
"157",37,17,17,21.7,27.4,5.7,24.3,23.1,7.4,1.4,7,8,0.4,77,91,1016.1,1013.7,"S","SSE","SSE","No","Yes","dry","1","4"
"158",37,22,28,20.4,28.1,7.7,22.6,27.2,1.8,5.2,7,3,13.2,83,65,1015.9,1013.1,"S","S","SE","Yes","Yes","dry","1","4"
"159",43,24,22,20.8,23.5,2.7,22,22.6,4.6,0.1,8,8,11.8,87,88,1016.1,1014.2,"S","S","SSE","Yes","Yes","dry","1","4"
"160",37,17,17,20.9,25.6,4.7,23.3,24.2,2,2.6,7,7,13,87,83,1015.3,1013.4,"S","S","SSE","Yes","Yes","dry","1","4"
"161",41,24,17,22,26.8,4.8,23.6,24.4,3.2,0.7,8,8,6.6,80,76,1014.5,1012.4,"SSE","SSE","SSE","Yes","Yes","dry","1","4"
"162",37,17,13,20.8,23.3,2.5,22.3,22.6,2.6,0,8,8,3.4,83,90,1014.7,1012.3,"S","S","SSE","Yes","Yes","dry","1","4"
"163",37,19,7,20.3,27.3,7,22.7,25,1.6,5.5,7,7,6.8,86,80,1013.7,1010.8,"S","SSE","WSW","Yes","Yes","dry","1","4"
"164",33,15,22,21.4,28.3,6.9,24.5,26.5,3.6,6,6,3,2,71,69,1012.4,1009.8,"S","SSE","SE","Yes","No","dry","2","4"
"165",37,17,30,20.9,28.8,7.9,25.5,27.6,5.2,9.2,2,7,0,72,65,1011.9,1009.5,"SE","SSE","ESE","No","No","dry","2","2"
"166",41,20,17,21.7,27,5.3,23.6,26.6,5,1.9,7,5,1,80,68,1014.6,1011.9,"SE","S","SSE","No","No","dry","2","4"
"167",46,19,33,22.7,27.7,5,24.2,26,4,6.3,7,6,0,71,56,1015.7,1013.5,"SE","S","SE","No","No","dry","3","4"
"168",46,17,28,17.7,27.6,9.9,24,26.1,5.4,9.3,1,5,0,57,47,1016.3,1012.2,"SE","SSE","SE","No","No","dry","3","3"
"169",35,19,26,18.2,28.1,9.9,23.4,26.4,6,10.7,1,1,0,64,51,1014.6,1010.3,"ESE","SE","ESE","No","No","dry","3","3"
