"ID","Date","Year","Month","Day","Location","MinTemp","MaxTemp","Rainfall","Evaporation","Sunshine","WindGustDir","WindGustSpeed","WindDir9am","WindDir3pm","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","Cloud9am","Cloud3pm","Temp9am","Temp3pm","RainToday","RainTomorrow"
136084,2008-12-13,"2008","diciembre",13,"AliceSprings",16.6,26.6,0,9.6,13.3,"S",37,"S","S",26,24,55,39,1012.9,1009.6,3,1,20.7,25.9,"No","No"
136085,2008-12-14,"2008","diciembre",14,"AliceSprings",13.7,26.8,0,9,13.3,"SSE",46,"SE","SSE",20,19,37,24,1014.1,1010.5,0,0,20.5,26,"No","No"
136086,2008-12-15,"2008","diciembre",15,"AliceSprings",13.1,28.5,0,10.4,13.4,"ESE",35,"ESE","SE",20,13,30,15,1013.7,1009.6,0,0,21.7,27.3,"No","No"
136087,2008-12-16,"2008","diciembre",16,"AliceSprings",13.6,31.7,0,10,13.4,"ENE",31,"E","SW",22,13,21,15,1011.9,1007.9,0,0,24.6,31.2,"No","No"
136088,2008-12-17,"2008","diciembre",17,"AliceSprings",15.7,36.3,0,9.8,13.4,"W",35,"NE","W",9,9,18,11,1009.3,1004.9,0,0,29.2,36,"No","No"
136089,2008-12-18,"2008","diciembre",18,"AliceSprings",19.6,36.9,0,10.6,10.4,"S",41,"SSW","SSW",15,17,21,12,1007.4,1004.9,3,2,31,36.2,"No","No"
136090,2008-12-19,"2008","diciembre",19,"AliceSprings",24.5,35.2,0,14.6,9.6,"ESE",41,"ESE","SE",26,17,32,19,1010.1,1006.6,6,4,27.4,33.5,"No","No"
136091,2008-12-20,"2008","diciembre",20,"AliceSprings",19.4,35.2,0,13.4,13,"E",41,"ESE","ESE",31,13,20,14,1010.9,1007,2,3,26.9,34.4,"No","No"
136092,2008-12-21,"2008","diciembre",21,"AliceSprings",19.9,39.3,0,12,12.5,"SE",30,"E","SW",19,15,11,12,1007.8,1004.1,3,2,30.7,38.6,"No","No"
136093,2008-12-22,"2008","diciembre",22,"AliceSprings",21.5,39.9,0,13.2,11.5,"E",33,"NE","ENE",13,19,16,13,1007.7,1004.9,2,3,33.2,38.2,"No","No"
136094,2008-12-23,"2008","diciembre",23,"AliceSprings",21.6,39.4,0,13.8,9.7,"ENE",48,"NE","ESE",28,20,12,13,1007.9,1005,6,6,34,39,"No","No"
136095,2008-12-24,"2008","diciembre",24,"AliceSprings",22.5,38.5,0,19.2,9.8,"SE",37,"ESE","S",20,17,17,19,1009.8,1005.7,6,5,30.5,37.1,"No","No"
136096,2008-12-25,"2008","diciembre",25,"AliceSprings",27.2,37.6,0,14,6.4,"ESE",30,"E","S",13,13,30,22,1010.2,1006.1,6,6,30.4,35.6,"No","No"
136097,2008-12-26,"2008","diciembre",26,"AliceSprings",26.8,38.9,0,11.2,6,"N",69,"E","SW",20,35,21,58,1006.3,1003.5,6,8,33.5,27.5,"No","Yes"
136098,2008-12-27,"2008","diciembre",27,"AliceSprings",23.1,31.5,21.4,9.2,3,"SW",22,"E","N",11,7,77,51,1009,1005,7,6,23.9,30.2,"Yes","No"
136099,2008-12-28,"2008","diciembre",28,"AliceSprings",23.3,34,0.2,5.2,1.8,"NNE",46,"calm","SE",0,19,71,37,1007.3,1003.8,7,7,25.9,33.3,"No","Yes"
136100,2008-12-29,"2008","diciembre",29,"AliceSprings",21.9,32.4,9.4,5.2,7.9,"SE",39,"SE","E",19,17,65,28,1008.5,1006.3,4,6,26.6,31.3,"Yes","No"
136101,2008-12-30,"2008","diciembre",30,"AliceSprings",18.7,32.7,0,10.8,12.8,"ESE",37,"ESE","SE",28,17,21,14,1009.6,1006.2,3,6,26.4,32,"No","No"
136102,2008-12-31,"2008","diciembre",31,"AliceSprings",18,34.5,0,11.8,7.6,"ESE",37,"E","ESE",19,13,18,14,1007.3,1003.4,2,6,27.3,34.4,"No","No"
136103,2009-01-01,"2009","enero",1,"AliceSprings",22.2,36,0,10.6,10.1,"SE",54,"E","ESE",22,28,18,12,1005.8,1002.9,5,4,29,35,"No","No"
136104,2009-01-02,"2009","enero",2,"AliceSprings",22.1,34.3,0,16.4,13.2,"ESE",50,"SE","SE",30,30,20,12,1009.2,1005.9,2,2,27.3,34,"No","No"
136105,2009-01-03,"2009","enero",3,"AliceSprings",18.6,34.7,0,15.4,12.9,"SE",54,"SE","ESE",19,24,17,20,1009.3,1004.4,0,2,26.9,33.3,"No","No"
136106,2009-01-04,"2009","enero",4,"AliceSprings",21.5,36.1,0,14.2,11.8,"SE",57,"ESE","SE",17,26,38,20,1007.7,1003.8,2,6,29,35.5,"No","No"
136107,2009-01-05,"2009","enero",5,"AliceSprings",20.6,36.5,0,14.6,12.1,"ESE",57,"SE","SE",20,30,38,20,1007.3,1003.2,1,6,29.6,35.8,"No","No"
136108,2009-01-06,"2009","enero",6,"AliceSprings",22.4,36.3,0,14.6,10.6,"SSE",52,"SE","SSE",19,24,44,19,1006.4,1002.4,2,6,30,35.6,"No","No"
136109,2009-01-07,"2009","enero",7,"AliceSprings",21.1,35.7,0,12,8.8,"S",59,"SSW","SE",22,37,65,32,1007.7,1004.2,4,5,27.1,33.3,"No","No"
136110,2009-01-08,"2009","enero",8,"AliceSprings",22.4,34.6,0,11,12,"SE",56,"ESE","SE",24,31,63,30,1009.4,1005.8,4,5,26.2,33.5,"No","No"
136111,2009-01-09,"2009","enero",9,"AliceSprings",21.2,36.2,0,14.8,12.1,"SSE",46,"SE","SE",24,24,25,17,1009.3,1004.6,0,1,29,35.3,"No","No"
136112,2009-01-10,"2009","enero",10,"AliceSprings",21,37.5,0,14.8,12.9,"SSE",41,"E","E",20,15,13,9,1006.6,1002.6,0,0,30.3,36.1,"No","No"
136113,2009-01-11,"2009","enero",11,"AliceSprings",17.7,37.3,0,15,13.1,"SSE",44,"ESE","S",17,17,11,6,1005.9,1003.3,0,0,30,36.7,"No","No"
136114,2009-01-12,"2009","enero",12,"AliceSprings",17.4,38.1,0,15,13.1,"SE",43,"ESE","SSE",24,17,9,8,1009.3,1005.3,0,1,30.6,37.5,"No","No"
136115,2009-01-13,"2009","enero",13,"AliceSprings",23.2,38.2,0,15.2,12.2,"E",33,"N","ENE",24,11,35,8,1009.7,1005.1,0,1,31.6,37.7,"No","No"
136116,2009-01-14,"2009","enero",14,"AliceSprings",23.1,37.8,0,13.8,13.1,"ESE",59,"ENE","E",13,37,27,14,1008.9,1005.7,1,1,31.7,36.6,"No","No"
136117,2009-01-15,"2009","enero",15,"AliceSprings",20.4,38.4,0,16.8,12.3,"ESE",67,"E","SE",22,35,25,12,1010.1,1006.6,1,2,30.9,37.3,"No","No"
136118,2009-01-16,"2009","enero",16,"AliceSprings",25.7,37.5,0,22.6,12.6,"ESE",56,"ESE","ESE",30,30,15,14,1012.6,1009,1,2,30.1,37.5,"No","No"
136119,2009-01-17,"2009","enero",17,"AliceSprings",25.4,36.3,0,20,7,"ENE",41,"ESE","ENE",26,28,15,23,1012.8,1008.4,3,7,29.7,34.4,"No","No"
136120,2009-01-18,"2009","enero",18,"AliceSprings",23.9,25.2,0,13.8,0,"ENE",39,"ESE","ESE",7,13,53,57,1013.2,1010.5,8,8,23.9,24.2,"No","Yes"
136121,2009-01-19,"2009","enero",19,"AliceSprings",19,25.3,5.2,1.4,1.1,"ESE",30,"ENE","ESE",13,22,75,76,1010.4,1007.5,7,8,22,23.1,"Yes","Yes"
136122,2009-01-20,"2009","enero",20,"AliceSprings",19.5,31.1,7.8,2.8,5.2,"WNW",37,"NW","WNW",7,17,74,56,1008.2,1005.6,7,7,25.2,29.9,"Yes","No"
136123,2009-01-21,"2009","enero",21,"AliceSprings",22.5,37,0,5.2,12.3,"S",39,"WNW","SW",9,19,68,27,1008.2,1003.7,6,3,28,35,"No","No"
136124,2009-01-22,"2009","enero",22,"AliceSprings",23.7,38.8,0,11.4,12,"SE",41,"WSW","W",15,9,48,14,1006.3,1002.9,7,2,30.1,37.8,"No","No"
136125,2009-01-23,"2009","enero",23,"AliceSprings",27.6,40.2,0.4,11.8,10.3,"N",35,"WNW","ESE",15,13,42,19,1006.6,1002.7,5,4,32.6,39,"No","No"
136126,2009-01-24,"2009","enero",24,"AliceSprings",25.9,39.9,0.2,13.4,5.6,"SE",54,"NW","SSE",9,28,36,42,1007.9,1005.5,4,6,33.2,32.7,"No","Yes"
136127,2009-01-25,"2009","enero",25,"AliceSprings",24.2,39.6,1.4,9.4,12,"SE",93,"E","SE",17,59,39,51,1010.1,1007.1,1,6,32.9,31.2,"Yes","No"
136128,2009-01-26,"2009","enero",26,"AliceSprings",21.9,39.5,0,15.8,12.6,"E",44,"NW","NNE",7,13,21,7,1009.8,1005.9,1,NA,31.9,38.6,"No","No"
136129,2009-01-27,"2009","enero",27,"AliceSprings",26.7,39.4,0,15,13,"E",61,"NE","ENE",22,31,41,21,1008.1,1003.4,0,4,32.3,39,"No","No"
136130,2009-01-28,"2009","enero",28,"AliceSprings",25.5,37.6,0,17,12.7,"ENE",54,"ENE","ENE",28,30,37,14,1007.2,1002.9,0,NA,31.1,37.1,"No","No"
136131,2009-01-29,"2009","enero",29,"AliceSprings",24.7,36.5,0,17,12.2,"ENE",52,"NE","E",15,24,37,20,1007.1,1002.4,1,3,30.1,34.5,"No","No"
136132,2009-01-30,"2009","enero",30,"AliceSprings",21.7,34.2,0,15,9.4,"ESE",69,"ESE","ESE",17,37,36,27,1005,1000.9,2,7,29.1,32,"No","No"
136133,2009-01-31,"2009","enero",31,"AliceSprings",22.3,32,0,14.6,8,"ENE",72,"E","ENE",20,17,65,53,1006.2,1002.5,6,6,25.1,29.9,"No","Yes"
136134,2009-02-01,"2009","febrero",1,"AliceSprings",21.4,35.9,9,11.8,9.9,"E",46,"E","E",22,20,47,29,1007.4,1003.1,3,5,28.4,34.7,"Yes","No"
136135,2009-02-02,"2009","febrero",2,"AliceSprings",24.3,38,0,10.8,9.8,"SE",44,"E","ESE",11,28,37,21,1005.6,1001.6,6,6,32.4,37.2,"No","No"
136136,2009-02-03,"2009","febrero",3,"AliceSprings",23.8,39.3,0,12.6,12.3,"ESE",57,"NE","ESE",6,28,38,13,1004.7,1001,1,3,32.3,38.8,"No","No"
136137,2009-02-04,"2009","febrero",4,"AliceSprings",22.2,40.1,0,17.2,11.9,"E",67,"NE","ESE",15,24,28,13,1004.6,1001.3,0,3,32.6,39.3,"No","No"
136138,2009-02-05,"2009","febrero",5,"AliceSprings",25.2,40.8,0,15.8,9.9,"ESE",50,"NNW","ESE",13,31,25,15,1004.2,1001,1,3,33.9,39.1,"No","No"
136139,2009-02-06,"2009","febrero",6,"AliceSprings",26.1,41.3,0,14.8,9.9,"E",70,"WNW","E",15,30,27,11,1003.8,999,2,5,34.6,40.7,"No","No"
136140,2009-02-07,"2009","febrero",7,"AliceSprings",22.5,39.3,0,13,12.6,"ENE",48,"NE","NE",15,19,25,11,1004.5,1000.6,0,1,33,38.9,"No","No"
136141,2009-02-08,"2009","febrero",8,"AliceSprings",22.9,39.9,0,14.8,12.6,"SE",50,"ESE","E",11,24,21,10,1004.9,1002.4,4,4,32.9,38.7,"No","No"
136142,2009-02-09,"2009","febrero",9,"AliceSprings",23.9,36.6,0,18.6,11.9,"SSE",48,"SSE","SSE",26,30,30,17,1007.9,1004.1,2,2,29,36.3,"No","No"
136143,2009-02-10,"2009","febrero",10,"AliceSprings",24.3,33.6,0,20,11.4,"S",52,"SSE","SE",28,35,17,15,1010.3,1007.5,6,4,26.1,32.7,"No","No"
136144,2009-02-11,"2009","febrero",11,"AliceSprings",18.7,30.4,0,15.6,10.3,"SE",46,"ESE","ESE",28,30,17,8,1013.3,1009.6,3,6,22.4,29.5,"No","No"
136145,2009-02-12,"2009","febrero",12,"AliceSprings",13.8,30.5,0,15.2,11.2,"E",43,"E","SSE",22,24,15,5,1013.1,1009.4,7,5,22.1,30.4,"No","No"
136146,2009-02-13,"2009","febrero",13,"AliceSprings",11.8,31.1,0,11.2,12.7,"ESE",44,"E","SSE",19,26,17,4,1013.9,1010.5,1,1,23.2,30.2,"No","No"
136147,2009-02-14,"2009","febrero",14,"AliceSprings",11,32.1,0,14,12.5,"S",43,"E","S",11,24,11,5,1013,1009.7,0,1,24.1,31.5,"No","No"
136148,2009-02-15,"2009","febrero",15,"AliceSprings",12.3,32.1,0,12,12.5,"SE",43,"SSE","ESE",20,24,24,16,1012.2,1008,0,0,26.2,31.8,"No","No"
136149,2009-02-16,"2009","febrero",16,"AliceSprings",16.1,33.3,0,12,12,"SE",54,"E","SE",13,28,26,12,1011.1,1006,2,3,26.6,32.2,"No","No"
136150,2009-02-17,"2009","febrero",17,"AliceSprings",16.1,36.2,0,13.6,12.5,"SSE",37,"N","SW",9,11,17,9,1007.9,1003.9,1,3,28.5,34.5,"No","No"
136151,2009-02-18,"2009","febrero",18,"AliceSprings",17.7,35.5,0,12.8,11.3,"SE",39,"NE","NNW",20,11,27,13,1007.5,1002.7,0,4,28.1,34.8,"No","No"
136152,2009-02-19,"2009","febrero",19,"AliceSprings",21,36.7,0,12.8,9.3,"SE",50,"NE","SSW",17,20,23,11,1007.6,1004,1,1,28.6,36.2,"No","No"
136153,2009-02-20,"2009","febrero",20,"AliceSprings",22.9,35.3,0,16.8,11.9,"ESE",41,"ESE","SE",20,24,35,15,1012.3,1008.3,1,1,26.7,35.3,"No","No"
136154,2009-02-21,"2009","febrero",21,"AliceSprings",23,35.6,0,13.8,12.1,"E",46,"E","SSE",24,28,30,13,1012.4,1008.2,3,3,27.7,34.7,"No","No"
136155,2009-02-22,"2009","febrero",22,"AliceSprings",15.9,35.9,0,14.8,12.1,"E",37,"ESE","ESE",13,17,23,9,1010.3,1006,0,0,26.7,34.8,"No","No"
136156,2009-02-23,"2009","febrero",23,"AliceSprings",18.8,37.7,0,12,12.1,"SE",54,"E","SE",15,26,17,8,1010.3,1006.7,0,1,29.9,36.8,"No","No"
136157,2009-02-24,"2009","febrero",24,"AliceSprings",18.9,37.9,0,15,12.2,"ESE",37,"ESE","ESE",17,17,11,17,1010,1006,0,2,31.2,36.2,"No","No"
136158,2009-02-25,"2009","febrero",25,"AliceSprings",25.2,38.2,0,12.6,11.9,"ENE",50,"E","E",19,28,40,22,1009.9,1005.7,0,3,31.3,36.7,"No","No"
136159,2009-02-26,"2009","febrero",26,"AliceSprings",26.2,39.3,0,14.8,11.5,"ENE",39,"NNE","NE",22,19,44,26,1010.3,1005.9,0,5,31.1,35,"No","No"
136160,2009-02-27,"2009","febrero",27,"AliceSprings",28.2,38.7,0,15.4,9.9,"N",41,"NNW","E",22,9,38,18,1010.2,1005.9,3,7,32.1,37.1,"No","No"
136161,2009-02-28,"2009","febrero",28,"AliceSprings",28.9,39.6,0,13,11.2,"ENE",39,"NW","NE",20,19,25,15,1009.6,1005.5,1,3,32.5,39.1,"No","No"
136162,2009-03-01,"2009","marzo",1,"AliceSprings",29.4,40,0,17.4,11.9,"NNW",50,"NW","NNE",33,15,27,17,1009.8,1005.3,0,2,32.5,38.5,"No","No"
136163,2009-03-02,"2009","marzo",2,"AliceSprings",29,40.5,0,19.2,11.9,"N",52,"N","N",35,28,28,11,1009.4,1004.6,1,1,32.6,39.7,"No","No"
136164,2009-03-03,"2009","marzo",3,"AliceSprings",29.6,40.6,0,20,10.7,"S",69,"N","N",31,13,20,11,1011.2,1007.6,1,2,34.3,39.9,"No","No"
136165,2009-03-04,"2009","marzo",4,"AliceSprings",19.8,26.9,0,15,6.5,"SSE",54,"SE","SE",30,28,42,15,1020.9,1017.9,3,7,21.2,26,"No","No"
136166,2009-03-05,"2009","marzo",5,"AliceSprings",18.9,29.3,0,14,11.6,"SE",48,"SE","SE",28,24,24,14,1020.3,1014.7,1,1,21.6,28.5,"No","No"
136167,2009-03-06,"2009","marzo",6,"AliceSprings",12.7,30.5,0,10.8,11.9,"SE",48,"ESE","SE",19,20,29,17,1015.6,1010.7,0,0,22.7,29.1,"No","No"
136168,2009-03-07,"2009","marzo",7,"AliceSprings",13.9,32.4,0,11.2,11.8,"SE",41,"ENE","SW",11,15,27,12,1012.5,1007.8,0,1,24.6,31.4,"No","No"
136169,2009-03-08,"2009","marzo",8,"AliceSprings",14.5,33.2,0,10.6,11.8,"SSW",33,"SSW","SE",9,15,24,13,1010.6,1006.8,0,1,25,32.7,"No","No"
136170,2009-03-09,"2009","marzo",9,"AliceSprings",16.5,32.5,0,10.4,11.5,"SE",33,"SSE","SSE",20,15,37,18,1013.4,1008.9,1,1,23.3,30.7,"No","No"
136171,2009-03-10,"2009","marzo",10,"AliceSprings",17,34.7,0,10.6,10.3,"E",33,"ESE","ESE",17,11,28,15,1012.7,1008,1,3,25.4,33.4,"No","No"
136172,2009-03-11,"2009","marzo",11,"AliceSprings",23.5,36.4,0,12,8.1,"E",48,"E","NE",7,20,23,11,1012.7,1006.7,5,3,27.3,35.5,"No","No"
136173,2009-03-12,"2009","marzo",12,"AliceSprings",23,37.3,0.2,13.2,9.6,"E",48,"E","SSE",33,7,31,16,1012.1,1008.1,5,3,26.7,35.1,"No","No"
136174,2009-03-13,"2009","marzo",13,"AliceSprings",21.9,37.5,0,10.8,6.6,"WSW",50,"E","NNW",15,15,29,21,1012.1,1007.3,1,6,29.1,36,"No","No"
136175,2009-03-14,"2009","marzo",14,"AliceSprings",24,39.2,0.2,8.6,9.6,"SE",50,"N","S",9,20,36,17,1012.1,1007.7,1,3,30.7,37.9,"No","No"
136176,2009-03-15,"2009","marzo",15,"AliceSprings",23.9,32.8,0,16,11.4,"ESE",43,"SE","ESE",24,22,30,17,1015.8,1012,2,0,26.2,31.5,"No","No"
136177,2009-03-16,"2009","marzo",16,"AliceSprings",15.6,31,0,14.8,11.6,"SE",48,"ESE","SSE",24,24,25,12,1016.5,1011.9,0,1,22.3,29.8,"No","No"
136178,2009-03-17,"2009","marzo",17,"AliceSprings",12.8,29.7,0,11,11.6,"SSE",41,"E","SE",17,26,27,17,1015.1,1010.8,0,0,22.7,28.8,"No","No"
136179,2009-03-18,"2009","marzo",18,"AliceSprings",12.5,32.5,0,11,11.7,"SSE",30,"E","S",13,11,27,11,1013.5,1009.1,0,0,24,31.5,"No","No"
136180,2009-03-19,"2009","marzo",19,"AliceSprings",13.4,34.3,0,9.2,11.7,"ESE",41,"ENE","ESE",2,26,22,7,1013.2,1008.8,0,1,25.9,33.8,"No","No"
136181,2009-03-20,"2009","marzo",20,"AliceSprings",15.1,36.1,0,11.6,11.6,"ESE",35,"calm","ESE",0,19,14,9,1012.9,1008.7,1,1,26.7,35,"No","No"
136182,2009-03-21,"2009","marzo",21,"AliceSprings",16.2,37.9,0,11.8,11.6,"E",39,"NE","E",15,22,17,5,1011.9,1007.5,1,1,30.6,37.5,"No","No"
136183,2009-03-22,"2009","marzo",22,"AliceSprings",18.5,38.2,0,12,11.6,"ESE",39,"ENE","NE",7,15,13,6,1011.5,1008.2,1,1,29.9,37.4,"No","No"
136184,2009-03-23,"2009","marzo",23,"AliceSprings",18.9,38.8,0,12,10.5,"NNE",44,"SE","ENE",11,24,18,6,1012.6,1007.6,4,2,27.5,38.1,"No","No"
136185,2009-03-24,"2009","marzo",24,"AliceSprings",27.4,36.5,0,14.2,6.3,"S",43,"S","NW",28,9,22,22,1012.9,1009,1,6,30.5,34.1,"No","No"
136186,2009-03-25,"2009","marzo",25,"AliceSprings",25.7,38.9,0,10.2,8.6,"S",76,"N","WNW",24,9,22,17,1013,1009.5,1,3,31.7,37,"No","No"
136187,2009-03-26,"2009","marzo",26,"AliceSprings",21.9,37.3,0,11.2,11.4,"SE",50,"S","E",2,9,24,16,1017.1,1013.4,0,1,28.7,36.3,"No","No"
136188,2009-03-27,"2009","marzo",27,"AliceSprings",22.4,34.9,0,13,11.4,"ESE",39,"SE","ESE",20,22,29,16,1019.3,1014.6,1,1,26.5,34.2,"No","No"
136189,2009-03-28,"2009","marzo",28,"AliceSprings",19.5,34.8,0,12,10.7,"ESE",37,"E","E",19,26,26,17,1017.2,1012.2,0,1,27,33.7,"No","No"
136190,2009-03-29,"2009","marzo",29,"AliceSprings",17.7,36,0,10.4,11.1,"ESE",41,"E","WSW",11,9,20,15,1014.5,1010.4,0,1,27.4,34.2,"No","No"
136191,2009-03-30,"2009","marzo",30,"AliceSprings",17,36.5,0,10.6,11.2,"S",35,"calm","E",0,11,17,11,1013.5,1009.3,0,1,27.3,35.5,"No","No"
136192,2009-03-31,"2009","marzo",31,"AliceSprings",17.5,36.3,0,11,NA,"ENE",31,"ENE","S",13,17,13,11,1014,1008.9,0,1,28.2,36.1,"No","No"
136193,2009-04-01,"2009","abril",1,"AliceSprings",16.7,35.4,0,NA,NA,"SW",37,"NE","SSW",7,15,17,8,1014.8,1010.9,NA,NA,26.9,34.7,"No","No"
136194,2009-04-02,"2009","abril",2,"AliceSprings",14.6,34.6,0,23.2,NA,"SSE",43,"ENE","ESE",9,28,21,8,1016.6,1012.8,1,1,25.7,34.1,"No","No"
136195,2009-04-03,"2009","abril",3,"AliceSprings",15.1,33.8,0,11,10.9,"SE",50,"WSW","SSE",4,30,23,8,1018.1,1014.8,1,NA,25.5,33.4,"No","No"
136196,2009-04-04,"2009","abril",4,"AliceSprings",15.8,27.9,0,14.6,10.2,"SE",43,"SE","SE",28,22,26,21,1023,1018,0,NA,20.6,27.7,"No","No"
136197,2009-04-05,"2009","abril",5,"AliceSprings",10.6,26.3,0,10.6,10.9,"SSE",44,"SE","SSE",26,24,34,14,1021.8,1016.9,1,1,18.4,25.7,"No","No"
136198,2009-04-06,"2009","abril",6,"AliceSprings",10.7,25.2,0,10.4,10.6,"ESE",50,"SE","SE",30,28,36,14,1021,1017.1,5,6,17.9,24.6,"No","No"
136199,2009-04-07,"2009","abril",7,"AliceSprings",14.2,23.2,0,11.4,5.6,"ESE",48,"ESE","SE",31,20,35,20,1022.2,1018.9,6,8,18,22.1,"No","No"
136200,2009-04-08,"2009","abril",8,"AliceSprings",12.6,25.3,0,9.6,4,"ESE",33,"E","SSE",17,19,20,13,1021.5,1017.1,8,6,16.7,24.9,"No","No"
136201,2009-04-09,"2009","abril",9,"AliceSprings",9.3,29,0,7.4,11,"E",28,"SSW","SE",4,9,21,11,1018.8,1014.1,1,0,19.4,28.2,"No","No"
136202,2009-04-10,"2009","abril",10,"AliceSprings",11.9,29.7,0,7,8.9,"unkn",NA,"NNE","SSE",2,13,21,10,1017.2,1013.9,4,6,21.2,29,"No","No"
136203,2009-04-11,"2009","abril",11,"AliceSprings",12.3,30.5,0,7.6,9.4,"E",35,"ESE","ESE",13,15,30,15,1018.4,1014.5,2,7,21.8,29.9,"No","No"
136204,2009-04-12,"2009","abril",12,"AliceSprings",15.5,30.8,0,7.6,9.8,"SE",44,"ENE","ESE",6,19,27,11,1017.8,1014.5,3,5,23.4,29.3,"No","No"
136205,2009-04-13,"2009","abril",13,"AliceSprings",11.5,31.2,0,10,11.5,"SSE",48,"calm","SE",0,30,20,15,1016.9,1012.6,1,1,23.1,30.5,"No","No"
136206,2009-04-14,"2009","abril",14,"AliceSprings",13.4,32.3,0,9.4,11.3,"E",39,"calm","SE",0,20,31,13,1015.4,1011.7,1,1,23.6,31.8,"No","No"
136207,2009-04-15,"2009","abril",15,"AliceSprings",14.8,33.9,0,8.6,10.5,"ESE",33,"calm","ESE",0,7,30,15,1015,1010.8,2,1,25.8,33.4,"No","No"
136208,2009-04-16,"2009","abril",16,"AliceSprings",19.6,28.9,0,9,2.5,"ESE",41,"SSE","ENE",17,9,26,22,1016,1013.1,7,7,24.2,28.2,"No","No"
136209,2009-04-17,"2009","abril",17,"AliceSprings",18.9,28.1,0,8,3.2,"E",44,"E","ESE",20,19,31,26,1016.6,1014.1,7,8,22.1,27.3,"No","No"
136210,2009-04-18,"2009","abril",18,"AliceSprings",20.1,30,0,8.4,9.5,"ESE",41,"ESE","ESE",26,17,40,20,1018.6,1015.1,5,2,23.2,29.6,"No","No"
136211,2009-04-19,"2009","abril",19,"AliceSprings",12,29.2,0,8,11,"E",37,"E","E",19,13,24,15,1017.5,1012.8,3,3,21.4,28.9,"No","No"
136212,2009-04-20,"2009","abril",20,"AliceSprings",17.9,28.8,0,8.4,7.1,"E",30,"E","SSE",9,9,28,19,1015.9,1011,7,5,20.1,26.8,"No","No"
136213,2009-04-21,"2009","abril",21,"AliceSprings",12.4,31.2,0,6,10.9,"ENE",28,"NW","S",2,15,26,17,1014.2,1010.7,2,3,23,30.5,"No","No"
136214,2009-04-22,"2009","abril",22,"AliceSprings",15.6,33.5,0,8,11.2,"NE",26,"NE","WNW",17,11,19,15,1014.9,1011.1,1,1,24.4,32.5,"No","No"
136215,2009-04-23,"2009","abril",23,"AliceSprings",21.5,35,0,11.4,7.5,"W",61,"N","WNW",37,35,16,12,1011.5,1008.9,3,6,26.9,32.6,"No","No"
136216,2009-04-24,"2009","abril",24,"AliceSprings",13.9,23.6,0,11.6,11.1,"SSW",41,"S","SSE",28,13,44,22,1017.8,1013.5,1,0,15.2,23,"No","No"
