"","WindGustSpeed","WindSpeed9am","WindSpeed3pm","MinTemp","MaxTemp","TempRange","Temp9am","Temp3pm","Evaporation","Sunshine","Cloud9am","Cloud3pm","Rainfall","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","WindGustDir","WindDir9am","WindDir3pm","RainToday","RainTomorrow","Season","KmeansDF","KmeansScaled"
"92",44,19,19,11.8,19.1,7.3,17.8,17.6,4.4,6,4,7,4.2,63,71,1010.8,1011.7,"WSW","WSW","SW","Yes","No","spring","1","3"
"93",37,13,15,13,19.9,6.9,18.3,19.1,4.8,1.3,7,7,0.6,61,66,1013,1011.3,"WNW","WNW","WNW","No","Yes","spring","1","3"
"94",41,13,22,12.9,18.4,5.5,13.5,17.4,3.4,8.3,6,3,5,87,44,1015.9,1016.9,"SW","S","SSW","Yes","No","spring","4","3"
"95",31,9,17,4.8,19.4,14.6,14.9,18,2.6,8.6,2,5,0,50,49,1024.6,1022.3,"WSW","E","WSW","No","No","spring","2","1"
"96",52,17,26,9,19.6,10.6,16.7,14.4,3.6,9.3,5,5,0.4,64,77,1021.5,1021.8,"SW","WSW","SW","No","No","spring","1","3"
"97",35,17,13,3.4,19,15.6,13.4,18.2,4.6,11.1,5,3,0.4,44,35,1031.1,1028.5,"SSW","SSE","SSE","No","No","spring","3","2"
"98",30,13,13,7.4,20.5,13.1,15.7,19.5,5.2,11.1,2,5,0,57,34,1033.5,1029.3,"SE","ENE","SE","No","No","spring","4","2"
"99",35,15,19,7.4,21.9,14.5,15.8,20.4,4.8,11.4,1,1,0,50,40,1031.4,1027.6,"SSW","E","SSW","No","No","spring","2","2"
"100",28,17,15,7.8,26.9,19.1,18.4,25.8,4.6,11.2,0,0,0,48,23,1026.9,1021.2,"WSW","NE","SW","No","No","spring","3","2"
"101",37,13,24,7.4,22.6,15.2,18.7,21,4,11.4,1,1,0,59,50,1022.4,1020.7,"SW","S","SW","No","No","spring","2","2"
"102",28,13,15,11.1,25.6,14.5,18.3,23.4,7,11.5,1,3,0,56,44,1022.3,1018.4,"E","E","SSW","No","No","spring","2","2"
"103",28,11,13,9.7,20.6,10.9,16.7,19.7,4.4,6,7,7,0,64,48,1019.6,1018.1,"W","SSE","W","No","No","spring","4","1"
"104",41,11,20,13.1,20.5,7.4,16.6,18.8,4,9.2,5,3,0,66,37,1022,1022.2,"SW","SSW","SSW","No","No","spring","2","2"
"105",39,11,22,6.3,22.1,15.8,17.1,20.3,7,10.9,2,3,0,56,42,1026.6,1023.9,"SSW","E","SW","No","No","spring","2","2"
"106",28,11,9,12.2,29.5,17.3,19.2,28.9,6,11.5,0,1,0,46,25,1023.3,1018.6,"NNE","E","E","No","No","spring","3","2"
"107",41,24,15,18.1,32.1,14,26.9,25.2,7.2,11.7,6,1,0,25,46,1011.7,1011.2,"NE","NNE","NW","No","No","spring","3","4"
"108",37,17,17,15.7,22.3,6.6,19.1,21,6.4,5.9,7,5,0,68,57,1014.6,1013,"SW","SW","SSW","No","No","spring","2","3"
"109",33,9,20,14.8,22,7.2,18.2,20.2,5.4,9.5,6,1,0,56,51,1018.3,1017.4,"SW","S","SSW","No","No","spring","2","2"
"110",33,13,15,15.7,25.8,10.1,20.8,25,5.2,11.8,4,1,0,58,49,1022.7,1020.7,"SW","SW","SW","No","No","spring","2","2"
"111",35,13,11,12.8,33.5,20.7,21.5,33,8.2,11.9,1,2,0,52,23,1021.6,1017.2,"ENE","E","E","No","No","spring","3","4"
"112",48,20,20,21.3,35.7,14.4,28.7,34.9,9.6,8.9,7,6,0,29,18,1014.9,1012.2,"N","NE","NNE","No","No","spring","3","4"
"113",33,6,17,17.9,32.7,14.8,27.9,26.4,7,8.8,4,6,0,36,39,1012.9,1011.2,"WSW","N","WSW","No","No","spring","3","4"
"114",41,7,26,16.5,30.1,13.6,22.9,22.2,5.4,5.2,5,8,0,67,69,1015.1,1015.9,"SW","SE","SW","No","No","spring","1","3"
"115",39,13,9,18.4,31.1,12.7,25.2,28.9,4.6,3.2,6,7,0,51,47,1014.1,1008.6,"NE","ENE","E","No","Yes","spring","2","4"
"116",63,9,17,18,23,5,18.8,21.9,3.6,4.5,8,5,5,94,65,1009.8,1008,"WNW","NNW","NW","Yes","Yes","spring","1","3"
"117",43,20,17,13.2,20.5,7.3,16.8,19,4.6,7.1,7,6,20.4,69,63,1016.8,1017.8,"WSW","SSW","SW","Yes","No","spring","1","3"
"118",30,7,17,7.7,21.6,13.9,16,20.6,4.8,11.4,6,1,0.2,67,44,1019,1016.1,"SW","ENE","SW","No","No","spring","4","2"
"119",31,13,15,8.5,22.3,13.8,16.9,22.1,5,11.7,1,1,0,58,44,1013.8,1010.9,"WSW","S","SW","No","No","spring","2","2"
"120",43,11,15,15.4,20.3,4.9,18,17.1,6.2,1.1,8,8,0,67,94,1005.2,1004.1,"SW","SW","SW","No","Yes","spring","1","3"
"121",52,17,28,16.1,21.8,5.7,17.7,21.2,1.2,6.5,7,7,6.2,77,56,1011,1013.2,"SSW","SSW","SW","Yes","No","spring","1","3"
"122",46,9,17,10.3,19.5,9.2,14.3,18.7,5.2,11.6,6,3,0.2,68,43,1020.9,1020.8,"SW","SSE","SW","No","No","spring","2","2"
"123",35,15,17,10,22.5,12.5,15,21.1,6.4,11,1,6,0,62,42,1025.7,1023.1,"SE","SE","SE","No","No","spring","4","2"
"124",35,15,9,10.8,24.1,13.3,16.3,23.3,4.8,12.5,1,1,0,57,29,1022.4,1018,"SW","ENE","N","No","No","spring","3","2"
"125",39,19,17,9.1,25.9,16.8,20.6,24,6.4,12.4,1,1,0,43,46,1013.7,1012,"SW","NE","SW","No","No","spring","2","2"
"126",43,4,19,13.6,19.5,5.9,15.8,18.6,7.6,3.2,7,7,0,66,39,1013.8,1013.7,"WNW","NNE","W","No","Yes","spring","2","3"
"127",50,20,22,13.6,20.7,7.1,17.6,18.8,3.8,7.5,5,5,9.2,71,57,1014.9,1014.7,"W","WSW","WSW","Yes","Yes","spring","1","3"
"128",50,15,26,12.4,19.5,7.1,17,15.6,4.6,3.1,7,8,9,55,67,1011.2,1010.4,"NW","WNW","SW","Yes","Yes","spring","1","3"
"129",52,6,30,9.1,18.9,9.8,12.3,16.9,4.2,9,6,5,8.4,92,58,1014.3,1014.6,"SSW","SW","SW","Yes","Yes","spring","1","3"
"130",35,11,13,6.5,20,13.5,13.9,18.6,3.6,10.2,1,6,2.8,55,49,1023.3,1021.7,"SW","SE","S","Yes","No","spring","2","2"
"131",37,6,17,8.5,24.3,15.8,17.6,23.6,3.8,12.9,0,1,0,64,42,1022,1017.8,"SW","E","SW","No","No","spring","2","2"
"132",35,11,17,11.2,27.1,15.9,18.9,24.5,6.6,12.9,5,6,0,70,58,1015,1011.9,"SW","SSW","SSW","No","No","spring","2","2"
"133",44,7,13,14.2,26.3,12.1,20.3,25.1,6.2,12.2,4,8,0,65,50,1011.9,1010,"NNE","SW","W","No","No","spring","2","3"
"134",28,9,17,16.1,22.2,6.1,19.1,20.5,5.8,0.1,8,8,0,66,62,1011.4,1010.7,"SW","ESE","SW","No","No","spring","1","3"
"135",39,11,15,12.9,22.5,9.6,17.1,22.2,4,12.3,5,4,0,59,38,1014.1,1013.7,"SW","SE","S","No","No","spring","2","2"
"136",37,11,11,12.4,23.3,10.9,16.5,21.9,5.2,11.9,1,2,0,52,31,1019,1016.4,"SSE","ESE","SSE","No","No","spring","2","2"
"137",43,17,13,11.9,24.4,12.5,16.2,23.6,7.8,12.5,3,3,0,49,28,1021.1,1017.4,"SE","E","ESE","No","No","spring","3","2"
"138",46,19,19,12.4,25.8,13.4,17,24.7,8.4,12.9,2,4,0,51,25,1021.6,1017.1,"SE","ESE","ESE","No","No","spring","3","2"
"139",43,19,11,12.7,25.5,12.8,16.5,24.6,8.4,7.6,4,6,0,48,32,1019,1014.3,"SE","E","E","No","No","spring","3","2"
"140",31,13,13,13.7,26.8,13.1,18.3,24.1,8.8,11.4,4,5,0,50,35,1015.4,1012.8,"SW","E","SE","No","No","spring","2","2"
"141",33,13,17,13.6,25.9,12.3,18.1,24.7,7.4,12.3,0,6,0,52,37,1014.2,1011.1,"SW","ESE","SW","No","No","spring","2","2"
"142",31,15,15,11,29.5,18.5,21.8,28.2,6.6,12.3,1,2,0,46,36,1008.1,1004.8,"WSW","NE","W","No","Yes","spring","3","4"
"143",37,13,17,15.9,23.1,7.2,19.8,22.6,7,9.5,4,5,2.6,73,53,1004,1004.6,"NW","W","W","Yes","No","spring","2","3"
"144",31,7,17,11.8,24.4,12.6,19.6,23.1,6.4,10,2,4,0.6,69,46,1008.6,1007.7,"WSW","NNE","W","No","No","spring","2","2"
"145",33,13,2,13.6,23.6,10,19.3,16.8,4,6.8,2,7,0.2,64,89,1005.7,1003.7,"N","NNE","WNW","No","Yes","spring","1","3"
"146",43,11,19,14.8,22.2,7.4,17.9,20,3.4,8.6,5,7,17.4,79,72,1002.1,1001.3,"SW","WSW","W","Yes","Yes","spring","1","3"
"147",41,9,20,13.9,21.8,7.9,17.2,20.8,6.2,10.7,4,4,1.8,72,50,1007.9,1008,"SSW","SSW","WSW","Yes","Yes","spring","2","3"
"148",30,11,15,13.4,23.2,9.8,18,22.5,5.6,10.1,1,3,4,71,47,1011,1009.8,"SW","S","SW","Yes","No","spring","2","2"
"149",39,11,20,12.5,22.2,9.7,19.4,20.9,4.4,11.3,3,5,0.2,61,50,1009,1008.9,"WSW","WSW","SW","No","Yes","spring","2","3"
"150",44,15,24,14.5,22.4,7.9,18.2,21.1,6.6,12.2,3,1,1.4,65,48,1013.1,1013.9,"WSW","SSW","SW","Yes","No","spring","2","2"
"151",31,6,17,13.1,23.9,10.8,18.3,22.4,10.2,12.8,3,1,0.2,65,36,1020.1,1018.4,"SW","SE","WSW","No","No","spring","2","2"
"152",35,11,19,11.1,23.4,12.3,18.5,22.8,4.4,13.1,1,1,0,61,44,1018.7,1017.4,"SW","SSE","SW","No","No","spring","2","2"
"153",43,13,20,13.1,24.5,11.4,17.5,23,6.2,12.7,2,1,0,56,41,1018.8,1016,"SSW","SE","SW","No","No","spring","2","2"
"154",33,9,19,12.8,27.2,14.4,19.2,25.5,9,13,2,1,0,53,41,1016.4,1012.6,"S","E","SSW","No","No","summer","2","2"
"155",28,9,7,12.2,32.7,20.5,20.7,31.9,9,10.4,6,2,0,55,23,1009.3,1004.9,"SW","SSE","SSW","No","No","summer","3","4"
"156",41,20,15,18.3,23.1,4.8,20.1,21.5,6.2,7.5,5,7,0.4,70,53,1002.5,1005.2,"WSW","SW","W","No","No","summer","2","3"
"157",35,15,17,17,24.2,7.2,19.9,22.8,5.8,7.8,6,5,0.8,67,52,1010.2,1011,"NW","WNW","WNW","No","No","summer","2","3"
"158",39,13,19,15,23.4,8.4,18.8,22.6,5.2,13,3,4,0.4,60,44,1015.5,1015,"S","S","SSW","No","No","summer","2","2"
"159",41,13,19,14.1,27.6,13.5,19,26,7.2,13.3,1,1,0,55,41,1017.4,1013.7,"SW","E","SSW","No","No","summer","2","2"
"160",41,9,19,12.6,27.6,15,20.3,24.5,8,12.9,1,1,0,49,45,1010.2,1007.4,"SW","SE","SW","No","No","summer","2","4"
"161",43,13,22,14.7,22.7,8,19.5,21.3,10.2,11.7,2,7,0,50,51,1010.5,1010.5,"SW","SSW","SW","No","No","summer","2","3"
"162",33,2,19,12.6,22.5,9.9,18.5,21.5,7,11.1,6,4,0,57,41,1011.4,1010.8,"SW","SSE","WSW","No","Yes","summer","2","2"
"163",37,6,17,12.7,21.9,9.2,13.1,18.4,6.4,5.1,7,7,3.2,93,58,1011.4,1010.8,"SSW","NNW","S","Yes","Yes","summer","1","3"
"164",44,17,22,12.9,24.2,11.3,16.7,23.1,3.8,13.1,5,4,4.2,68,50,1015,1013.5,"SW","SSE","SW","Yes","No","summer","2","3"
"165",39,4,22,14,25.8,11.8,19.1,23.8,6.8,13.1,1,1,0,63,47,1017.3,1015.9,"SSW","SE","SW","No","No","summer","2","2"
"166",35,9,17,15.6,31.5,15.9,22.4,30.5,6.8,13.3,0,1,0,55,29,1019.5,1016.7,"SSW","SSE","SW","No","No","summer","3","4"
"167",37,17,15,18.8,38.4,19.6,27.2,38,10,13.2,0,1,0,47,16,1014.6,1011.1,"N","ENE","WSW","No","No","summer","3","4"
"168",44,9,20,19.8,26.7,6.9,20.7,26.1,10.4,8,8,1,0,83,53,1011,1010.7,"SW","WNW","SW","No","No","summer","1","3"
"169",44,11,22,17.6,26.2,8.6,19.8,25.1,8.4,9.4,7,1,0,59,44,1014.7,1012.5,"SSW","ESE","SSW","No","No","summer","2","4"
"170",46,7,26,14.5,25.4,10.9,20,23,8,13.4,1,0,0,50,47,1017.3,1015.9,"SW","E","SSW","No","No","summer","2","2"
"171",35,15,11,15.6,31.6,16,20.2,30.7,9.2,12.9,0,2,0,48,29,1015.9,1011.5,"SSW","E","SW","No","No","summer","3","4"
"172",35,9,19,14.2,29.1,14.9,21.5,27.3,9.2,12.6,0,0,0,62,48,1007.8,1004.6,"SSW","SSW","SSW","No","No","summer","2","4"
