"","WindGustSpeed","WindSpeed9am","WindSpeed3pm","MinTemp","MaxTemp","TempRange","Temp9am","Temp3pm","Evaporation","Sunshine","Cloud9am","Cloud3pm","Rainfall","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","WindGustDir","WindDir9am","WindDir3pm","RainToday","RainTomorrow","Season","KmeansDF","KmeansScaled"
"23",26,6,7,12.5,15.7,3.2,12.7,15.2,4.4,0,8,8,0.2,73,77,1026.7,1023.1,"SSE","SW","S","No","Yes","winter","3","2"
"24",28,9,0,12.4,14.3,1.9,12.9,15.2,0.6,0,8,8,12.6,92,82,1021,1018.8,"S","SSW","calm","Yes","Yes","winter","3","2"
"25",28,9,11,12.5,18.9,6.4,13.8,17.9,0.6,1.9,8,6,22.4,86,67,1014.8,1014.1,"SW","WSW","SW","Yes","No","winter","3","2"
"26",24,9,11,8.3,19.9,11.6,14.7,19.4,1.4,9.5,0,1,0.4,62,42,1018,1014.1,"WSW","SW","WNW","No","No","winter","4","3"
"27",30,6,4,8,18.2,10.2,12.7,17.1,2.8,2.3,7,7,0,64,41,1016.7,1011.7,"SSW","SW","W","No","Yes","winter","4","2"
"28",39,11,15,8.2,15.7,7.5,11.5,14.3,2,5.2,7,6,2.4,75,49,1010.5,1005.9,"WSW","WSW","WSW","Yes","No","winter","4","2"
"29",33,11,9,8.8,20.3,11.5,13.1,19.3,3.2,9.8,1,3,0,53,36,1012.3,1010,"WSW","WSW","SW","No","No","winter","1","3"
"30",22,11,6,6.3,20.6,14.3,13.8,20.3,3.8,9.5,0,0,0,55,25,1017.5,1014.2,"WNW","WSW","WSW","No","No","winter","1","3"
"31",26,6,11,3.7,21.3,17.6,13.9,20.6,2.6,9.9,0,0,0,47,29,1020.5,1016.1,"WSW","SSE","W","No","No","winter","1","3"
"32",35,2,7,7.1,28.7,21.6,15.7,28.6,3.6,9.8,1,1,0,54,28,1016,1009.6,"W","SW","N","No","No","winter","1","3"
"33",46,19,17,12.3,21.8,9.5,15.1,21.3,6,10.3,1,0,0,48,26,1017.3,1014.3,"W","W","W","No","No","winter","1","3"
"34",22,11,11,8.5,21.3,12.8,14,20.2,5.6,10.1,0,1,0,47,45,1021.1,1018.1,"WSW","SSW","NE","No","No","winter","1","3"
"35",26,7,11,8.3,22.1,13.8,14,20.9,3.2,9.8,1,1,0,75,53,1021.7,1017.2,"NE","SW","NE","No","No","winter","4","3"
"36",22,7,11,8.5,22.4,13.9,15.4,20.8,3.2,8,1,2,0,62,33,1019.2,1016,"E","WSW","ENE","No","No","winter","1","3"
"37",39,7,15,9.2,21.7,12.5,16.1,21.2,2.2,10.2,1,1,0.2,56,29,1018.6,1016,"W","SW","W","No","No","winter","1","3"
"38",30,9,19,7,21.2,14.2,15.5,20.5,5,10.3,0,0,0,49,29,1021.6,1017.4,"W","SW","W","No","No","winter","1","3"
"39",48,11,19,7.2,20.9,13.7,13.8,20.4,5,10.3,0,0,0,36,26,1021.5,1018.1,"W","W","W","No","No","winter","1","3"
"40",19,7,13,7.5,21.5,14,14.3,19.8,5,10.3,1,0,0,47,32,1023.4,1019.4,"SW","SW","ENE","No","No","winter","1","3"
"41",31,6,17,5,21.6,16.6,13.2,21.1,3.4,10.2,0,0,0,47,21,1021.4,1016,"W","S","W","No","No","winter","1","3"
"42",37,11,13,4.5,18.7,14.2,13.7,18,3.2,10.4,0,0,0,34,16,1020.2,1016.2,"W","WSW","WSW","No","No","winter","1","3"
"43",24,9,4,4.1,19.4,15.3,12.5,18.8,4.8,10.4,1,1,0,36,19,1024.1,1021.1,"SW","WSW","SSW","No","No","winter","1","3"
"44",20,7,6,7.1,19.9,12.8,12.1,19,4.8,5.3,7,7,0,50,28,1025.3,1021.5,"WNW","SW","NNW","No","No","winter","1","3"
"45",30,9,11,6.5,19.8,13.3,12.6,19.4,2.4,8,7,7,0,48,25,1024.1,1018.1,"W","SW","WNW","No","No","winter","1","3"
"46",41,17,17,9.8,21.4,11.6,14.4,21,4,10.8,1,0,0,34,22,1016.4,1011.4,"WNW","W","W","No","No","winter","1","3"
"47",43,17,22,10.6,20.3,9.7,15,19.9,6,10.7,1,1,0,42,27,1015.4,1012,"WNW","W","W","No","No","winter","1","3"
"48",56,13,11,6.4,20.1,13.7,14.5,18.9,7,10.6,1,2,0,45,34,1020.6,1019.5,"WSW","SW","NE","No","No","winter","1","3"
"49",19,7,4,8.5,16.9,8.4,12.1,16.8,3.8,0,8,8,0,68,54,1025.3,1022.8,"WNW","SW","SSE","No","No","winter","4","2"
"50",30,15,9,6.7,20.5,13.8,13.9,19.1,3.4,10.8,1,1,0,33,26,1026.8,1024.8,"SW","SW","NNE","No","No","winter","1","3"
"51",22,11,13,7.9,22.1,14.2,14.2,20.6,2,10.7,1,3,0,52,45,1029.5,1026.5,"E","SW","NE","No","No","winter","1","3"
"52",17,6,9,9.3,20.5,11.2,14.2,19.1,3.2,0,7,7,0,70,53,1026.7,1022.2,"N","SSW","NE","No","No","winter","4","2"
"53",39,9,15,11.4,24.9,13.5,20.3,20.4,1.8,7.9,2,7,0,64,66,1017.3,1011.6,"W","NNE","NW","No","Yes","winter","2","3"
"54",39,17,9,9.8,21.7,11.9,13.6,21.6,6.2,10.6,1,1,10,43,28,1020.4,1018.6,"SW","W","SW","Yes","No","winter","1","3"
"55",24,9,13,7.5,21.6,14.1,15.3,20,3.8,10.7,1,1,0,47,40,1027.2,1024.7,"ENE","SW","NE","No","No","winter","1","3"
"56",30,11,17,8.9,21.6,12.7,15.2,20.7,4.2,10.3,2,4,0,58,42,1027.9,1024.3,"ENE","SSW","E","No","No","winter","1","3"
"57",50,6,13,10.9,22.3,11.4,17,20.3,3.4,8.2,3,5,0,66,48,1025.7,1021.7,"SSW","S","NNE","No","No","winter","4","3"
"58",19,2,7,11,23,12,17.9,20.6,3.2,5.4,7,7,0.2,68,58,1024.1,1021.3,"WNW","ESE","WNW","No","No","winter","4","2"
"59",22,4,9,12.5,20.9,8.4,17.5,19.9,2.8,5.6,7,7,0,68,57,1025.4,1021.9,"E","SSW","ESE","No","Yes","winter","4","2"
"60",28,2,15,14,23.2,9.2,18.7,21.4,2.6,10,4,2,5,72,59,1024.1,1020.2,"ENE","SSW","ENE","Yes","No","winter","4","3"
"61",28,2,15,13.8,24.6,10.8,19.6,22.8,4,9.5,5,2,0.4,71,56,1023.2,1019.7,"NNE","W","NE","No","No","winter","4","3"
"62",35,11,19,14.5,24.1,9.6,20.7,21.8,4,9,4,4,0,69,70,1021.9,1017.6,"NNE","N","NNE","No","Yes","winter","2","3"
"63",26,7,4,16.8,25.1,8.3,19.6,23.4,4.2,5.7,6,6,1.6,74,52,1023.1,1020.5,"ESE","SW","WSW","Yes","No","spring","4","2"
"64",26,11,17,12.9,23,10.1,21.1,21.7,3.6,7.9,6,2,0,64,57,1024.8,1022.3,"ESE","SE","ENE","No","No","spring","4","3"
"65",44,19,20,15,22.9,7.9,19.7,21.2,4,8.7,7,7,0,58,50,1026.4,1023.5,"SE","SE","ESE","No","Yes","spring","2","2"
"66",43,11,13,15.6,19.7,4.1,16,15.9,7.8,0,8,8,6,90,92,1024.1,1020.1,"SSE","SE","SSE","Yes","Yes","spring","3","2"
"67",30,6,11,15,23.2,8.2,19.6,20.3,4.4,5.4,7,7,41.6,78,86,1014.2,1010.3,"WNW","NNE","NNE","Yes","Yes","spring","3","4"
"68",61,22,26,15.5,22.5,7,18.1,21.9,1.8,11,1,2,3.8,61,47,1012.2,1009.4,"W","W","WSW","Yes","No","spring","2","1"
"69",24,9,7,11.9,23.8,11.9,18.1,22.5,5.6,10.7,1,1,0,56,41,1015.3,1012.3,"W","SW","NNE","No","No","spring","1","3"
"70",22,9,11,11.2,23.2,12,18.1,22.4,5.2,10.6,1,1,0,60,51,1018.9,1015,"NE","SW","NE","No","No","spring","4","3"
"71",26,7,13,12.5,21.9,9.4,18.9,20.2,4,10.1,2,2,0,62,53,1022.2,1019.9,"NE","S","ENE","No","No","spring","4","3"
"72",24,7,11,12.1,22.9,10.8,18.5,21.2,4.4,10.2,1,2,0,66,56,1022.2,1016.9,"NNE","W","NE","No","No","spring","4","3"
"73",28,9,15,11.8,23.7,11.9,18.2,21.4,4,10.1,3,3,0,64,60,1020.1,1015.2,"NNE","WSW","ENE","No","No","spring","4","3"
"74",37,2,15,16.1,25,8.9,19.6,22.6,4.6,7.7,7,2,0,66,60,1019.1,1015.5,"NNE","NNE","NE","No","No","spring","2","2"
"75",30,4,13,13.6,24.7,11.1,20.7,23.5,4.2,10.1,2,1,0.4,66,61,1021.6,1017.9,"N","N","NE","No","No","spring","4","3"
"76",33,13,15,17,24.5,7.5,21.7,22.1,5.2,9.6,2,7,0.2,61,60,1021.9,1015.9,"ENE","N","NNE","No","No","spring","2","1"
"77",28,2,15,14.9,25.5,10.6,20.4,24.4,6.2,9.7,1,1,1,72,61,1019.2,1014.3,"NE","S","NNE","No","No","spring","4","3"
"78",33,2,15,15.4,26.9,11.5,23.4,25.4,4.8,10.3,1,1,0,61,63,1016.7,1013.1,"SE","N","ENE","No","No","spring","2","1"
"79",30,13,17,16.8,21.9,5.1,19.7,20.7,3.8,3.5,7,5,0,63,54,1022.4,1020.1,"S","SE","E","No","No","spring","4","2"
"80",20,0,11,14.7,20.8,6.1,19.2,20.1,1.8,0,8,7,0,70,64,1021.7,1018.3,"ENE","calm","ENE","No","No","spring","4","2"
"81",26,7,15,18.2,24.9,6.7,20.7,24,2.6,6.2,7,3,0.4,85,66,1020.7,1016.5,"NE","NNE","NE","No","No","spring","4","2"
"82",31,6,19,17.3,26.8,9.5,22.5,24.5,2.8,10,3,2,0.2,73,64,1019.4,1015.6,"ENE","NNE","NE","No","No","spring","2","1"
"83",35,7,15,16,28.7,12.7,24.5,25.9,5.2,10.4,1,2,0.4,56,60,1018.9,1015.1,"NNE","N","NNE","No","No","spring","2","1"
"84",35,9,20,17.6,26.8,9.2,23.1,23.9,5.4,9.5,2,1,0,69,63,1019.4,1015.5,"NNE","N","NE","No","No","spring","2","1"
"85",31,9,15,16.1,26.9,10.8,23.6,23.7,6.4,7.8,1,7,0,56,54,1018.4,1015.2,"NW","N","NE","No","No","spring","2","1"
"86",44,13,11,16.7,22.5,5.8,19.6,21.1,6.8,1.2,7,7,0,73,58,1022.7,1021.7,"SSE","S","SSW","No","No","spring","2","2"
"87",43,19,24,12.4,23.2,10.8,19.9,21,5,10.1,1,2,0,45,44,1027.6,1024,"ESE","SE","SE","No","No","spring","1","3"
"88",30,9,13,11.6,23.8,12.2,19.8,23,7.2,11.3,1,2,0,48,47,1025.8,1021.5,"E","S","ESE","No","No","spring","1","3"
"89",24,7,15,11,25.3,14.3,20.2,23.6,5.4,11.1,1,1,0,61,50,1022.8,1019.4,"ENE","S","ENE","No","No","spring","4","3"
"90",26,7,15,11,26.6,15.6,21.5,25.1,4,11.1,0,0,0,57,53,1019.4,1013.2,"NNE","NE","NE","No","No","spring","2","3"
"91",31,7,17,13.1,35.1,22,23.7,29.4,5.6,10.7,0,1,0,55,45,1012.9,1008.1,"SE","SSW","E","No","No","spring","2","1"
"92",30,13,20,14.9,24.7,9.8,21.7,23,6.8,10.5,4,4,0,55,53,1019.2,1017.3,"ESE","ESE","E","No","No","spring","2","1"
"93",31,13,13,13.4,24.9,11.5,23,23.7,6.2,9.7,7,7,0,59,51,1024.2,1022,"E","ENE","NNE","No","No","spring","4","3"
"94",30,9,13,14.1,24.7,10.6,22,22.4,6.8,7.6,7,6,0,56,52,1025.8,1022.6,"NNE","N","NE","No","No","spring","4","2"
"95",35,13,17,13.4,26.8,13.4,23.7,24.7,5.8,10.8,2,1,0,52,54,1024.4,1019.4,"N","NNW","NNE","No","No","spring","2","3"
"96",33,11,17,13.6,27.4,13.8,23.4,25.1,7,11.3,1,0,0,52,52,1021.5,1016.1,"NE","NNW","NE","No","No","spring","2","3"
"97",31,7,17,14.3,28.1,13.8,24.2,26.7,6.6,10.3,1,1,0,57,58,1020.8,1015.7,"ENE","N","NE","No","No","spring","2","1"
"98",39,15,13,15.9,31.3,15.4,25.2,27.9,8.2,10.5,1,2,0,50,52,1015.5,1009.3,"NW","NNW","NNE","No","No","spring","2","1"
"99",31,13,17,16.3,24.9,8.6,23.3,22.3,5.8,11.6,1,1,0,46,43,1016.2,1014.7,"E","ESE","ENE","No","No","spring","1","1"
"100",28,15,6,14.5,28.4,13.9,20.7,27.6,8.2,11,1,1,0,32,15,1018.6,1014.4,"W","W","SW","No","No","spring","1","3"
"101",35,19,19,16.4,24.7,8.3,21.5,22,10.6,5.9,7,8,0,50,57,1023.8,1022.7,"ESE","ESE","ESE","No","Yes","spring","2","1"
"102",26,2,9,16.2,19.3,3.1,17.8,18.8,4,0,8,8,22.6,87,65,1027.9,1026.2,"E","SSE","E","Yes","Yes","spring","3","2"
"103",24,9,6,15.4,19.6,4.2,16.8,19.2,1.4,0,8,8,7.6,85,73,1027.3,1024.1,"NE","S","NE","Yes","Yes","spring","3","2"
"104",20,6,11,15.6,21.7,6.1,19.2,21.4,1.8,1.4,7,7,2,77,53,1025.3,1022.4,"E","S","ENE","Yes","Yes","spring","4","2"
"105",30,9,15,15,24.3,9.3,21,22.9,2.2,9.4,5,2,1.2,72,64,1024.9,1021.4,"NE","WSW","ENE","Yes","No","spring","4","3"
"106",30,7,13,18,25,7,21.2,24.1,5,10.7,3,2,0,61,56,1022.7,1018.3,"N","N","NNE","No","No","spring","2","3"
"107",35,7,20,17.4,27.2,9.8,22.7,22.6,6.2,9.1,6,2,0.2,62,62,1017.8,1015,"E","SSW","E","No","Yes","spring","2","1"
"108",41,19,22,16.9,22.6,5.7,20.3,21.5,5.6,4.7,6,7,14.4,65,54,1021.2,1019.6,"SE","SE","SE","Yes","No","spring","2","4"
"109",31,15,17,14.9,23.1,8.2,19.7,20,7.2,8.3,6,4,0.2,54,59,1024.1,1021.8,"ESE","ESE","ESE","No","No","spring","2","3"
"110",35,9,17,12.3,23.2,10.9,20.3,21.9,5.2,11.5,2,2,0,53,44,1025.2,1023.2,"E","ESE","E","No","No","spring","1","3"
"111",28,7,13,12.6,23.3,10.7,19.3,22.5,8.2,11.4,2,1,0,58,42,1025.7,1022.1,"ENE","NNW","ENE","No","No","spring","1","3"
"112",28,2,13,13.6,24.5,10.9,20.4,23.4,5.6,11.4,2,1,0,58,48,1024.3,1020.4,"NE","N","NE","No","No","spring","4","3"
"113",33,11,13,14.8,25.6,10.8,22.6,23.9,6.4,11.1,1,1,0,55,59,1020.3,1014.4,"NNW","NNE","NE","No","Yes","spring","2","3"
"114",37,7,17,16.5,25.8,9.3,21.5,23.4,7.4,9.4,7,3,6.6,58,56,1015.2,1009.8,"ENE","S","ENE","Yes","No","spring","2","1"
"115",35,13,9,10.6,23,12.4,17.3,22.4,7,12.8,1,1,0,34,21,1018.8,1013.7,"ENE","SSW","NE","No","No","spring","1","3"
"116",30,11,13,12.3,24.3,12,20,22.4,5.6,12.4,1,1,0,44,40,1021.2,1016.8,"S","SSW","ENE","No","No","spring","1","3"
"117",31,6,17,14.5,23.8,9.3,20.5,19.2,6.8,10.5,4,6,0,54,67,1019.4,1015.7,"ESE","NE","ENE","No","No","spring","2","3"
"118",31,7,15,14.2,25.2,11,22.3,22.6,4.8,10.2,3,6,0,57,57,1020.7,1018.2,"ENE","ENE","NE","No","No","spring","2","3"
"119",28,7,15,13.4,24.1,10.7,20.9,22.8,7,9.3,7,6,0,52,49,1023.1,1020.6,"NE","ENE","NE","No","No","spring","1","3"
"120",30,6,15,13.9,25.6,11.7,22.6,24.2,5.6,12.4,2,1,0,52,51,1022.3,1018.3,"ESE","NNE","NE","No","No","spring","2","3"
"121",28,6,15,14.6,25.9,11.3,23.6,24.9,7.4,11.5,3,1,0,52,52,1021.3,1018.6,"ENE","ENE","NE","No","No","spring","2","3"
"122",30,7,13,16.9,27.2,10.3,23.1,25.6,5.4,11.3,3,3,0.4,58,53,1023.4,1020.7,"unkn","NE","ENE","No","No","spring","2","1"
"123",31,9,15,18,27.9,9.9,25,26.2,6,12.1,2,1,0,57,58,1020.8,1016.3,"N","NNE","NE","No","No","spring","2","1"
"124",41,7,20,18.7,30.5,11.8,26.8,27.7,8.2,9.8,3,5,0,48,50,1017.9,1017.3,"ESE","SSW","ESE","No","No","spring","2","1"
"125",24,11,11,20.3,24.5,4.2,23.4,24,7.6,2.5,8,8,0,69,63,1023.3,1020.2,"SSE","SSE","E","No","No","spring","4","4"
"126",20,9,7,18.6,27.8,9.2,23.2,24.5,5,1.2,7,8,0.2,67,67,1018.4,1013.4,"NW","W","NNE","No","Yes","spring","2","4"
"127",37,11,22,20,31.5,11.5,27.8,26.6,2.2,9.9,6,2,2.8,61,64,1011.3,1009.1,"E","WSW","E","Yes","No","spring","2","1"
"128",26,7,7,19.5,24.5,5,20.1,19.8,9,0,8,8,0,85,91,1016.3,1013,"WNW","E","ENE","No","Yes","spring","3","4"
"129",28,11,15,19.2,31,11.8,24.4,28.2,3,12.2,6,1,23.6,71,56,1012.4,1008.8,"E","SW","NE","Yes","No","spring","2","1"
"130",28,7,13,19.1,31.3,12.2,25.9,28.3,4,11.8,1,3,0,68,63,1013.4,1009.6,"NE","SW","NE","No","No","spring","2","1"
"131",35,15,19,22.9,30.5,7.6,26.7,27.3,6.8,4.3,6,7,0,65,69,1010,1005.8,"N","NNE","NE","No","Yes","spring","2","4"
"132",31,9,9,20.5,24,3.5,21.3,22,5.8,0.1,7,7,8.6,70,67,1013.9,1014.3,"SE","SSE","SE","Yes","No","spring","3","4"
"133",39,11,13,16.9,27.4,10.5,23.3,25.3,3.6,12.6,6,2,0,51,48,1019.2,1015.6,"S","SSE","ESE","No","No","spring","2","1"
"134",46,13,20,17.9,26.2,8.3,21.9,24.7,7.2,10.5,7,3,0,65,55,1017,1014.8,"SE","S","SE","No","No","spring","2","1"
"135",39,11,20,17.7,26.7,9,23.4,25.2,7,8.1,7,7,0.4,62,60,1016.1,1013.8,"SE","SSE","ESE","No","Yes","spring","2","1"
"136",43,9,19,19.2,27.5,8.3,22.3,25.6,4.4,11,7,3,8.8,86,65,1017.7,1015.6,"E","S","ESE","Yes","No","spring","3","1"
"137",31,9,13,19.6,27.6,8,24.8,26.4,6.6,11.3,5,3,1,75,64,1018,1015.3,"ENE","SE","NE","No","No","spring","2","1"
"138",26,2,15,19.5,30,10.5,25.4,28.2,6.8,9.6,7,3,0.2,62,57,1016.2,1012.1,"ENE","SW","NE","No","No","spring","2","1"
"139",48,7,15,21,31.9,10.9,27.9,28.2,6.4,9.7,3,7,0,61,64,1012.6,1007.9,"SE","E","NE","No","Yes","spring","2","1"
"140",31,11,11,19.6,21.7,2.1,21.2,18.7,10.2,0,8,8,31.8,74,89,1016.6,1015.7,"SSE","SE","SE","Yes","Yes","spring","3","4"
"141",22,7,11,17,22.1,5.1,18.2,20.1,3.4,0,8,8,14.6,91,84,1016.8,1013.7,"E","SE","ESE","Yes","Yes","spring","3","2"
"142",28,6,17,18.2,28.7,10.5,22,26.8,2.8,8.1,8,7,77.2,84,70,1013,1008.5,"NE","SW","ENE","Yes","Yes","spring","3","4"
"143",72,6,11,18.4,29.2,10.8,23.9,27.1,6.2,8.6,2,7,79.4,68,65,1007.4,1001.8,"W","SW","NE","Yes","Yes","spring","3","4"
"144",37,13,17,18.5,32.7,14.2,26.6,32.3,7.4,12,6,4,28.8,64,35,1004.1,999.6,"W","WSW","W","Yes","No","spring","2","1"
"145",50,19,26,23,32.1,9.1,28.3,31.6,6.8,9.3,7,5,0.2,41,35,997.8,993.2,"W","WNW","WNW","No","Yes","spring","1","1"
"146",65,26,28,16.8,25.2,8.4,20.1,24.7,13,13.2,1,0,6.6,27,20,999.9,996.2,"W","WSW","W","Yes","No","spring","1","1"
"147",37,13,17,13.8,30.4,16.6,23.9,30.1,12,12.6,0,0,0,32,26,1006.3,1003.4,"NW","W","W","No","No","spring","1","1"
"148",28,15,13,18.2,27.7,9.5,26.1,26.9,7.8,10.5,7,6,0,53,56,1012.1,1010,"ESE","E","ENE","No","Yes","spring","2","1"
"149",30,13,15,19.5,24.4,4.9,21.2,22.6,9.8,2.8,7,7,11.6,80,78,1013.6,1010.8,"ENE","SE","ENE","Yes","Yes","spring","3","4"
"150",26,6,13,19.9,27.2,7.3,21.6,24.5,2.2,3.9,8,5,25.2,91,75,1013.8,1010.8,"NE","SSE","ENE","Yes","Yes","spring","3","4"
"151",43,9,20,21.2,29,7.8,27.1,27.4,3.2,10.7,7,7,2.2,67,71,1011.4,1007.9,"ENE","N","NNE","Yes","No","spring","2","1"
"152",54,13,28,24.5,31.6,7.1,28,25.8,7.2,0.7,7,8,0,68,64,1006.5,1004.3,"WSW","NNW","W","No","Yes","spring","2","4"
"153",48,11,17,18.9,30.2,11.3,26,29.8,4.6,13.5,1,1,3.4,37,29,1010.6,1008.1,"ESE","SW","W","Yes","No","spring","1","1"
"154",30,4,13,17,31.3,14.3,25.4,28.6,7.2,13.2,1,1,0,52,41,1013.9,1010.1,"S","WNW","NE","No","No","summer","1","1"
"155",31,6,13,18.6,30.8,12.2,27,29.5,7.4,13.2,1,1,0,52,57,1013,1010.1,"NE","SE","NNE","No","No","summer","2","1"
"156",35,9,17,21.8,29.6,7.8,27.3,27.8,7,11.1,2,6,0,60,65,1013.7,1009.9,"WNW","ENE","NNE","No","Yes","summer","2","1"
"157",39,9,22,21.4,30.7,9.3,28.2,25.8,7.6,8.1,2,8,3.6,58,67,1014.2,1013.2,"ESE","E","E","Yes","Yes","summer","2","1"
"158",28,6,11,20.5,29,8.5,26,27.8,5.8,5.5,6,6,9.6,66,66,1017.3,1013.8,"NNW","WNW","NE","Yes","Yes","summer","2","4"
"159",35,4,13,22.1,33.4,11.3,28,31,5.6,7.2,6,7,7.8,64,61,1011.7,1007,"NW","WNW","ENE","Yes","Yes","summer","2","1"
"160",39,7,17,22.6,33.4,10.8,27.9,32.6,5.4,5.3,7,7,12.4,68,52,1007.7,1004.5,"SE","NW","W","Yes","No","summer","2","1"
"161",28,13,15,21.9,26.7,4.8,25,25,5.2,1,8,7,0,58,55,1013.4,1010.7,"ESE","ESE","E","No","No","summer","2","4"
"162",30,7,15,19.5,27.6,8.1,26.7,26.7,3.4,11.1,3,4,0.2,63,63,1013,1010.9,"NE","E","NE","No","No","summer","2","1"
"163",30,9,17,22.1,30.3,8.2,27.1,28.1,7.6,11.5,2,1,0.6,58,63,1011.4,1007.6,"ENE","NNW","NE","No","No","summer","2","1"
"164",44,7,15,22.2,31,8.8,28.8,28.5,8,9.6,1,7,0,62,66,1010.7,1006.8,"SSE","NE","NE","No","Yes","summer","2","1"
"165",26,15,9,22.1,27.6,5.5,25.2,26,5.4,4.1,8,7,9.6,77,76,1013.8,1010.2,"SSE","SE","SE","Yes","No","summer","3","4"
"166",44,11,11,21.9,34.2,12.3,27.1,30.7,4.2,7.2,7,7,0,61,63,1006.5,1000.6,"WNW","NNW","ENE","No","No","summer","2","1"
"167",54,17,22,23.1,31.7,8.6,29.2,31.2,6.2,13.1,2,1,0.4,49,29,1002.2,1000.3,"W","W","W","No","No","summer","1","1"
"168",39,13,13,18.6,30.9,12.3,25.9,30.3,11.4,13.3,1,1,0,33,24,1007,1005.9,"W","W","SW","No","No","summer","1","1"
"169",28,7,13,17.8,28.5,10.7,25.3,27.4,11,13.2,4,2,0,53,52,1014.6,1012.1,"NE","W","N","No","No","summer","2","1"
"170",30,11,15,19,29.4,10.4,26.6,28.4,6.8,13.1,2,1,0,54,50,1014.1,1010.7,"N","NNW","NNE","No","No","summer","2","1"
"171",37,7,19,20.3,30.8,10.5,28.2,28.2,8.4,12.6,1,2,0,49,61,1010.6,1005.4,"N","N","NE","No","Yes","summer","2","1"
"172",33,11,15,20.5,31.8,11.3,28.5,31.1,10.2,12.8,1,2,2,54,57,1006.9,1002.9,"SSE","NNE","NE","Yes","No","summer","2","1"
