"","ID","Date","Year","Month","Day","Location","MinTemp","MaxTemp","Rainfall","Evaporation","Sunshine","WindGustDir","WindGustSpeed","WindDir9am","WindDir3pm","WindSpeed9am","WindSpeed3pm","Humidity9am","Humidity3pm","Pressure9am","Pressure3pm","Cloud9am","Cloud3pm","Temp9am","Temp3pm","RainToday","RainTomorrow"
"87241",87241,2009-01-10,"2009","enero",10,"Cairns",22.1,27.6,68.2,8.8,0,"S",35,"SSE","NE",9,13,96,93,1005,1003,8,8,24.1,24.8,"Yes","Yes"
"87242",87242,2009-01-11,"2009","enero",11,"Cairns",23,28.7,47,2.8,0,"SSE",39,"S","ESE",17,13,74,66,1006.7,1005.4,7,8,25.5,27.2,"Yes","Yes"
"87243",87243,2009-01-12,"2009","enero",12,"Cairns",22.3,27.4,278.4,NA,0,"NW",59,"SSE","NNW",17,11,96,98,1003.5,999.6,8,8,24.7,25.3,"Yes","Yes"
"87244",87244,2009-01-13,"2009","enero",13,"Cairns",22.7,30.2,140.2,6.4,6.2,"N",39,"NNW","N",20,13,77,67,1002.7,1001.2,5,6,27,28.7,"Yes","No"
"87245",87245,2009-01-14,"2009","enero",14,"Cairns",23.7,30.9,0,6,11.7,"NE",30,"SE","NE",11,15,69,66,1006.9,1005.5,1,1,28.9,30.2,"No","No"
"87246",87246,2009-01-15,"2009","enero",15,"Cairns",24.3,31.6,0,6.2,9.9,"WSW",28,"ENE","NNE",6,13,73,69,1010.2,1008.7,3,7,29,30,"No","Yes"
"87247",87247,2009-01-16,"2009","enero",16,"Cairns",24.5,31.4,10.4,6.4,6.3,"ENE",33,"ESE","SSE",9,15,73,89,1011.7,1010.2,3,8,29.8,26.8,"Yes","Yes"
"87248",87248,2009-01-17,"2009","enero",17,"Cairns",24.1,31.4,12.8,5.8,7.3,"NNE",28,"SE","NNE",9,11,77,68,1011.6,1008.2,6,6,28.4,30.5,"Yes","Yes"
"87249",87249,2009-01-18,"2009","enero",18,"Cairns",24.9,32.2,1.8,4.6,4,"ESE",35,"SSE","ESE",15,19,81,58,1011.4,1008.8,7,7,27.6,31.5,"Yes","Yes"
"87250",87250,2009-01-19,"2009","enero",19,"Cairns",22.8,30.9,102.2,1.8,2.5,"SE",43,"SE","ESE",13,28,80,62,1012.3,1008.6,8,7,26.1,30.7,"Yes","Yes"
"87251",87251,2009-01-20,"2009","enero",20,"Cairns",23.5,29.2,57.8,8.4,0.8,"S",37,"N","S",13,17,96,77,1012.2,1008.9,8,8,24.4,28,"Yes","Yes"
"87252",87252,2009-01-21,"2009","enero",21,"Cairns",23.1,32.3,62,2.4,11.8,"ESE",31,"S","ESE",13,20,70,57,1011.4,1007.9,5,4,29,31.8,"Yes","No"
"87253",87253,2009-01-22,"2009","enero",22,"Cairns",24,31,0.8,6.4,10.1,"NNE",24,"SE","N",9,17,68,76,1009.7,1007.3,7,6,29.8,29.8,"No","Yes"
"87254",87254,2009-01-23,"2009","enero",23,"Cairns",25.2,31,3.4,7.4,7.3,"NNE",22,NA,"N",0,13,81,73,1011.7,1008.5,8,6,28.6,30.6,"Yes","No"
"87255",87255,2009-01-24,"2009","enero",24,"Cairns",24.7,31.8,0,4.8,8.1,"NNE",28,"NNW","N",2,15,78,73,1011.7,1007.7,7,6,28.8,30.8,"No","Yes"
"87256",87256,2009-01-25,"2009","enero",25,"Cairns",25,31.6,3.8,5.8,5.9,"NNW",26,"W","N",11,13,75,70,1009.6,1006.9,7,7,28.4,30.8,"Yes","Yes"
"87257",87257,2009-01-26,"2009","enero",26,"Cairns",24.8,31.8,5.8,4.8,5.4,"SE",35,"SSE","E",22,7,82,61,1010.6,1007.8,7,7,27.1,31.3,"Yes","No"
"87258",87258,2009-01-27,"2009","enero",27,"Cairns",25.1,31.5,0,6.2,3,"ESE",37,"SSE","ESE",15,22,73,62,1010.2,1006.2,7,7,28.1,30.4,"No","No"
"87259",87259,2009-01-28,"2009","enero",28,"Cairns",24,32.1,0,5.6,3.5,"ESE",37,"SSE","ESE",15,17,71,56,1008.3,1004.7,7,7,26.9,30.6,"No","Yes"
"87260",87260,2009-01-29,"2009","enero",29,"Cairns",23,31.5,11.8,6.2,6.8,"SSE",35,"SSE","ESE",17,20,69,60,1007.2,1003.5,7,7,27.6,31.1,"Yes","No"
"87261",87261,2009-01-30,"2009","enero",30,"Cairns",23.8,31.7,0,7.2,4.4,"SSE",43,"SSE","NW",11,9,70,70,1005.1,1001,8,7,28.8,29.9,"No","Yes"
"87262",87262,2009-01-31,"2009","enero",31,"Cairns",23.8,25.7,35.2,3.8,3.4,"SSE",52,"S","S",19,11,92,92,1004.9,1001.9,8,8,24.7,24.7,"Yes","Yes"
"87263",87263,2009-02-01,"2009","febrero",1,"Cairns",24,28.8,47.4,2.6,0,"WNW",48,"ENE","W",6,26,95,79,1002.6,999,8,8,24.3,26.3,"Yes","Yes"
"87264",87264,2009-02-02,"2009","febrero",2,"Cairns",24.1,30.7,18.2,2.6,1,"WNW",33,"NW","N",11,17,75,80,1001.6,998.8,8,7,28.8,29.8,"Yes","Yes"
"87265",87265,2009-02-03,"2009","febrero",3,"Cairns",24.4,29.5,6.6,4,0.3,"SSE",24,NA,"SSE",0,15,94,82,1002.2,998.6,8,7,26,28.3,"Yes","Yes"
"87266",87266,2009-02-04,"2009","febrero",4,"Cairns",24.1,30.2,37.2,3.8,1.7,"NW",30,"SE","SSE",13,15,96,73,1002.1,998.7,8,7,24.9,30,"Yes","Yes"
"87267",87267,2009-02-05,"2009","febrero",5,"Cairns",24.2,31.5,63.4,8,5.5,"SE",41,"SE","SSE",13,20,84,70,1001.9,998.8,7,7,27.1,30.5,"Yes","Yes"
"87268",87268,2009-02-06,"2009","febrero",6,"Cairns",24.4,30.5,48.4,6.6,1.9,"SSE",35,"SSE","NNE",9,13,89,82,1000,998.4,7,7,25.9,28.3,"Yes","Yes"
"87269",87269,2009-02-07,"2009","febrero",7,"Cairns",25.3,29.7,53.2,5,1.9,"N",31,NA,"N",0,17,94,83,1004.3,1002.2,8,7,27,29.1,"Yes","Yes"
"87270",87270,2009-02-08,"2009","febrero",8,"Cairns",24.6,29.9,121.6,NA,3.1,"S",22,"NE","NNE",2,9,89,82,1006.2,1005,7,7,27.6,29.5,"Yes","Yes"
"87271",87271,2009-02-09,"2009","febrero",9,"Cairns",25,30.1,6.8,2.8,1.9,"N",30,"ENE","NNW",7,17,82,85,1009.3,1007.3,7,7,28.5,28.3,"Yes","Yes"
"87272",87272,2009-02-10,"2009","febrero",10,"Cairns",24.6,29.9,13.2,3,5.4,"WNW",28,"NNW","NNW",6,9,76,84,1010.3,1007.6,7,7,29,28.2,"Yes","Yes"
"87273",87273,2009-02-11,"2009","febrero",11,"Cairns",24.9,31.5,2,5.6,9.6,"N",31,"NNW","N",11,24,71,75,1009.4,1006.7,8,7,29.2,30.4,"Yes","Yes"
"87274",87274,2009-02-12,"2009","febrero",12,"Cairns",24.8,30.4,15.2,7.2,7,"SSE",28,"S","NNW",6,17,92,77,1008.8,1006.5,7,7,25.9,30,"Yes","No"
"87275",87275,2009-02-13,"2009","febrero",13,"Cairns",25,31.5,0,5,6.7,"NNE",28,NA,"N",0,17,77,73,1009.7,1007.3,7,7,28.2,30.6,"No","Yes"
"87276",87276,2009-02-14,"2009","febrero",14,"Cairns",24.2,30.7,69.2,8.8,1.6,"W",30,"W","NNE",7,13,89,75,1009.8,1006.4,8,7,26.3,30.1,"Yes","No"
"87277",87277,2009-02-15,"2009","febrero",15,"Cairns",24.4,31.9,0,3.2,8.5,"N",26,"W","N",9,17,76,77,1008.2,1004.7,3,6,29.1,30.6,"No","No"
"87278",87278,2009-02-16,"2009","febrero",16,"Cairns",24.7,32.7,0,5,11.6,"N",28,"ESE","N",6,19,71,69,1006.2,1003.3,1,2,29.6,30.9,"No","No"
"87279",87279,2009-02-17,"2009","febrero",17,"Cairns",23.8,33.5,0,5.2,10.7,"NE",31,NA,"NE",0,19,60,57,1005.1,1002.2,3,2,29.4,31.5,"No","No"
"87280",87280,2009-02-18,"2009","febrero",18,"Cairns",22.6,32.8,0,6.8,6.8,"NE",28,NA,"NNE",0,13,63,49,1005.5,1002,1,1,28.7,32.1,"No","No"
"87281",87281,2009-02-19,"2009","febrero",19,"Cairns",23,32.5,0,7.4,8.7,"N",26,"ESE","N",9,15,59,63,1007.7,1005.5,4,8,29.8,31.9,"No","No"
"87282",87282,2009-02-20,"2009","febrero",20,"Cairns",24.8,32.7,0,5.6,9.7,"ENE",28,"S","NE",13,17,70,63,1009.4,1006.3,5,6,30,31.6,"No","No"
"87283",87283,2009-02-21,"2009","febrero",21,"Cairns",25.1,33,0,6.2,5,"ESE",35,"S","ESE",15,13,65,60,1007.9,1004.2,3,7,29.5,31.4,"No","Yes"
"87284",87284,2009-02-22,"2009","febrero",22,"Cairns",24.2,31,27.4,7,4.9,"S",35,"S","ENE",15,20,83,72,1008.1,1005.5,7,7,27.8,30.2,"Yes","Yes"
"87285",87285,2009-02-23,"2009","febrero",23,"Cairns",23.8,31.2,28.4,6.4,4,"NNE",33,"WNW","NE",7,19,83,71,1009.5,1007.1,7,7,26.7,30.4,"Yes","Yes"
"87286",87286,2009-02-24,"2009","febrero",24,"Cairns",23.9,30.6,41.6,3.4,2.8,"NNE",33,"S","NNE",20,9,83,70,1011.1,1007.9,7,7,25.2,29.2,"Yes","Yes"
"87287",87287,2009-02-25,"2009","febrero",25,"Cairns",22.6,32,17,6.2,7.5,"ENE",31,"SE","ESE",13,20,85,61,1011.2,1007.7,7,6,24.7,30.7,"Yes","No"
"87288",87288,2009-02-26,"2009","febrero",26,"Cairns",24.7,31.2,0,7,3,"SSE",35,"S","SE",13,22,72,68,1010.1,1007.4,7,7,28.6,29.6,"No","Yes"
"87289",87289,2009-02-27,"2009","febrero",27,"Cairns",23.6,31,1.2,3.6,5,"SE",44,"SSE","SSE",17,28,70,71,1009.7,1007.2,4,7,28,29.2,"Yes","Yes"
"87290",87290,2009-02-28,"2009","febrero",28,"Cairns",24.6,32,2,4.8,NA,"ESE",44,"SSE","SE",26,31,64,57,1010.5,1007.2,2,1,28.4,31.6,"Yes","No"
"87291",87291,2009-03-01,"2009","marzo",1,"Cairns",21.8,31.8,0,9.4,11.1,"ESE",44,"SSE","ESE",22,28,61,44,1010.6,1008.3,2,1,28.2,31.2,"No","No"
"87292",87292,2009-03-02,"2009","marzo",2,"Cairns",22.2,32,0,10.6,10.9,"SE",48,"SSE","ESE",20,31,61,53,1010.8,1007.4,1,1,27.7,30.9,"No","No"
"87293",87293,2009-03-03,"2009","marzo",3,"Cairns",24.6,32.5,0,8.8,11,"SE",43,"SSE","ESE",20,31,61,57,1011.7,1008.4,1,1,28.7,31.3,"No","No"
"87294",87294,2009-03-04,"2009","marzo",4,"Cairns",25.4,31.7,0,8.6,5.5,"SE",43,"SSE","SE",20,28,71,66,1010.6,1008.1,7,7,28.9,30.1,"No","No"
"87295",87295,2009-03-05,"2009","marzo",5,"Cairns",25.2,33.9,0,7,8.4,"SE",43,"SSE","ESE",17,31,70,50,1009.4,1006,7,7,29.3,32.3,"No","Yes"
"87296",87296,2009-03-06,"2009","marzo",6,"Cairns",24.8,26.9,15.2,9,0.1,"SSE",48,"SSE","SSE",20,31,93,100,1007.6,1005,8,8,25.3,24,"Yes","Yes"
"87297",87297,2009-03-07,"2009","marzo",7,"Cairns",23.4,30.4,86.4,6.4,1.9,"SSE",50,"SE","NNW",4,13,78,76,1005.6,1003.8,7,8,26.9,28.9,"Yes","Yes"
"87298",87298,2009-03-08,"2009","marzo",8,"Cairns",23.3,31.6,12.4,4.4,7.2,"NNE",33,"WSW","NE",7,24,77,71,1006.3,1003.9,6,6,28,30.5,"Yes","Yes"
"87299",87299,2009-03-09,"2009","marzo",9,"Cairns",23.8,30.9,2.6,5.6,7.9,"NE",28,"NNE","NE",4,17,74,73,1009.5,1006.3,7,6,28.4,30.1,"Yes","No"
"87300",87300,2009-03-10,"2009","marzo",10,"Cairns",24.6,31.3,0,5.6,7.1,NA,NA,"W","E",6,13,88,73,1010.4,1007.3,7,7,26.2,30.1,"No","Yes"
"87301",87301,2009-03-11,"2009","marzo",11,"Cairns",24.9,31.8,3.4,2.2,1.8,"ESE",33,"SSE","SE",13,20,78,66,1011.1,1007.8,6,4,28.7,30.9,"Yes","Yes"
"87302",87302,2009-03-12,"2009","marzo",12,"Cairns",24.3,30.6,11.2,6.6,7.4,"ESE",35,"S","ESE",20,24,89,70,1012.4,1009.1,8,6,25.5,30.2,"Yes","Yes"
"87303",87303,2009-03-13,"2009","marzo",13,"Cairns",24.5,31.9,2.8,4.6,9.7,"SE",35,"SSE","SE",15,24,73,67,1011.9,1008.3,3,5,29,30.7,"Yes","No"
"87304",87304,2009-03-14,"2009","marzo",14,"Cairns",23.7,31.1,0,6.2,5.7,"SE",37,"SSE","SE",19,28,74,70,1011,1007.3,7,7,28.7,29.3,"No","No"
"87305",87305,2009-03-15,"2009","marzo",15,"Cairns",25.6,31.8,0.4,6.2,9.8,"SE",39,"SSE","ESE",22,26,73,61,1010,1006.9,7,2,28.7,31,"No","No"
"87306",87306,2009-03-16,"2009","marzo",16,"Cairns",22.6,31.7,0,6.6,8.7,"SE",35,"SSE","ESE",15,24,66,57,1009.1,1006.4,6,5,28.8,30.4,"No","No"
"87307",87307,2009-03-17,"2009","marzo",17,"Cairns",21.7,32.6,0,8,7.2,"SE",33,"SSE","ESE",13,24,70,50,1008.3,1005.5,6,7,27.2,31.7,"No","No"
"87308",87308,2009-03-18,"2009","marzo",18,"Cairns",24.8,31.5,0,5.4,3.4,"SE",48,"SSE","ESE",19,28,63,60,1008.6,1006.2,5,6,28.7,30.3,"No","Yes"
"87309",87309,2009-03-19,"2009","marzo",19,"Cairns",23.6,31.8,9.8,4.8,8.1,"SE",48,"SSE","SSE",24,19,72,62,1009.3,1005.7,5,6,27.5,30.4,"Yes","No"
"87310",87310,2009-03-20,"2009","marzo",20,"Cairns",24.1,32.5,0,7.4,10.9,"ESE",41,"SSE","ESE",24,24,67,56,1008.4,1005.2,4,3,28.5,31.7,"No","No"
"87311",87311,2009-03-21,"2009","marzo",21,"Cairns",24.6,32.4,0,8,10.2,"SE",39,"SSE","ESE",17,26,61,51,1009,1005.9,7,7,28.7,31.5,"No","No"
"87312",87312,2009-03-22,"2009","marzo",22,"Cairns",24,32.3,0,7.4,9.1,"ESE",50,"SSE","ESE",24,30,67,60,1010.2,1007.3,5,7,28.6,30.4,"No","No"
"87313",87313,2009-03-23,"2009","marzo",23,"Cairns",23.2,31.1,0,7.8,9.7,"SE",48,"SSE","SE",24,31,61,48,1012.1,1008.7,7,7,28.3,30.5,"No","Yes"
"87314",87314,2009-03-24,"2009","marzo",24,"Cairns",22.3,31.4,1.4,7,9.8,"SE",44,"SSE","ESE",24,30,66,53,1013.7,1011.1,4,3,27.4,30,"Yes","No"
"87315",87315,2009-03-25,"2009","marzo",25,"Cairns",22.6,31.1,0,9.8,8.5,"SE",48,"SSE","ESE",17,28,66,52,1015.5,1012.4,8,7,27.2,29.4,"No","No"
"87316",87316,2009-03-26,"2009","marzo",26,"Cairns",24,30.8,0,8.6,8.4,"ESE",50,"SSE","ESE",19,35,66,52,1015.8,1012.8,7,2,27,29.8,"No","No"
"87317",87317,2009-03-27,"2009","marzo",27,"Cairns",22.9,31,1,7.6,10.8,"SE",43,"SSE","SE",24,28,62,47,1014.6,1011,4,6,26.6,30,"No","Yes"
"87318",87318,2009-03-28,"2009","marzo",28,"Cairns",22.1,30.7,5.2,8.6,10.8,"SE",56,"SSE","SE",22,39,68,44,1013.8,1011.3,2,1,26.6,29.5,"Yes","No"
"87319",87319,2009-03-29,"2009","marzo",29,"Cairns",23.4,30.7,0.2,8.2,10.5,"SE",56,"SSE","ESE",24,30,65,58,1013.1,1010,2,2,27,28.7,"No","No"
"87320",87320,2009-03-30,"2009","marzo",30,"Cairns",20.5,31.3,0,8.8,11.3,"SSE",35,"SSE","ESE",17,20,65,47,1013.4,1009.7,1,2,26.5,30.5,"No","No"
"87321",87321,2009-03-31,"2009","marzo",31,"Cairns",17.7,29.5,0,5.6,11,"NE",26,"NNE","NNE",4,15,56,63,1012.2,1009.4,0,1,26.1,28.7,"No","No"
"87322",87322,2009-04-01,"2009","abril",1,"Cairns",18.8,31.2,0,4.8,11.1,"NNE",20,NA,"N",0,13,70,51,1011.3,1008.8,0,1,25.8,29.4,"No","No"
"87323",87323,2009-04-02,"2009","abril",2,"Cairns",19.9,30.4,0,6,11,"N",26,"SE","NNE",11,13,65,58,1012.3,1010.2,1,1,26.9,29.2,"No","No"
"87324",87324,2009-04-03,"2009","abril",3,"Cairns",19.3,29.8,0,5.4,10.8,"NE",28,"E","NNE",4,15,63,64,1012.9,1010.4,1,1,26.3,28.9,"No","No"
"87325",87325,2009-04-04,"2009","abril",4,"Cairns",19.4,32.2,0,5.4,10.7,"SE",33,"NW","E",2,24,71,49,1012.7,1009.4,1,1,26.6,30.9,"No","No"
"87326",87326,2009-04-05,"2009","abril",5,"Cairns",21,33.1,0,8,10,"ESE",43,"SSE","E",15,28,62,62,1010.9,1008.5,1,3,28.6,30,"No","No"
"87327",87327,2009-04-06,"2009","abril",6,"Cairns",22.5,32.6,0,7.6,9.6,"SE",37,"SSE","ESE",15,28,70,54,1011.2,1008.2,5,2,28.3,31.5,"No","No"
"87328",87328,2009-04-07,"2009","abril",7,"Cairns",25.2,32.8,0,6.8,9.1,"ESE",44,"SSE","SE",20,30,66,64,1012.8,1010.4,3,3,28.6,30.1,"No","Yes"
"87329",87329,2009-04-08,"2009","abril",8,"Cairns",24.6,30.2,2.4,7.8,7.6,"SE",43,"S","SSE",19,17,87,90,1013.7,1011.4,7,7,26.2,26.1,"Yes","Yes"
"87330",87330,2009-04-09,"2009","abril",9,"Cairns",23.2,30,45.2,5.8,2.9,"SE",41,"S","ESE",17,24,89,69,1013.7,1010.7,7,7,25.5,29.2,"Yes","Yes"
"87331",87331,2009-04-10,"2009","abril",10,"Cairns",23.6,29.9,43.2,9.4,8,"SE",39,"S","SE",20,22,83,62,1013.9,1011.1,7,7,25.7,28.4,"Yes","Yes"
"87332",87332,2009-04-11,"2009","abril",11,"Cairns",24.3,31,1.6,4.6,6.9,"S",35,"S","SE",22,24,77,69,1014.4,1012.1,5,6,26.7,29.6,"Yes","Yes"
"87333",87333,2009-04-12,"2009","abril",12,"Cairns",23.2,29.9,14.8,5.2,6.4,"ESE",43,"SSE","SSE",19,22,80,69,1014.1,1011,5,4,26.9,29,"Yes","Yes"
"87334",87334,2009-04-13,"2009","abril",13,"Cairns",24.3,31.4,3.2,5,7.7,"E",39,"SSE","SSE",17,17,84,82,1010.8,1007.6,2,5,27.7,28.4,"Yes","Yes"
"87335",87335,2009-04-14,"2009","abril",14,"Cairns",24.1,29.7,4.8,5.2,5.6,"SE",31,"S","SSE",13,17,83,81,1010.8,1007.4,7,6,26.7,28.1,"Yes","Yes"
"87336",87336,2009-04-15,"2009","abril",15,"Cairns",24.2,31,2.6,2.9,6.8,"ESE",31,"SE","NE",11,15,75,72,1011.3,1007.7,2,5,29,30,"Yes","No"
"87337",87337,2009-04-16,"2009","abril",16,"Cairns",24.7,30.2,0.2,4.8,6.2,"SE",28,"SE","NE",13,11,78,70,1011,1007.7,6,7,28.3,29.6,"No","No"
"87338",87338,2009-04-17,"2009","abril",17,"Cairns",24.2,30.4,0.2,5,6.2,"SSE",35,"SSE","WSW",19,4,79,80,1011.8,1009.7,6,7,26.6,27.1,"No","Yes"
